id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
g274935-d7379143,['https://www.tripadvisor.com/Restaurant_Review-g274935-d7379143-Reviews-Zuckmann_Villa-Piestany_Trnava_Region.html'],"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Zuckmann Villa']",Zuckmann Villa, Claimed,4.5,"July 26, 2021","Winterova 56, Piestany 921 01 Slovakia",48.588604,17.836624,#2 of 47 Restaurants in Piestany,#2 of 47 Restaurants in Piestany,"['$$ - $$$', 'Cafe', 'European', 'Soups']",(142),,,,"Cafe, European, Soups, Central European","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options","['Takeout', 'Outdoor Seating', 'Buffet', 'Highchairs Available', 'Serves Alcohol', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Free Wifi', 'Gift Cards Available', 'Reservations', 'Seating', 'Wheelchair Accessible', 'Accepts Credit Cards', 'Table Service']", Open now: 07:30 AM - 3:00 PM,tel:+421 918697685,"http://zuckmann.sk/bistro/"",""email"":""info@zuckmann.sk",bubble_45,bubble_45,bubble_45,,103,21,9.0,6.0,3.0,"{'English (52)', 'Portuguese (1)', 'All languages', 'Russian (2)', 'French (1)', 'Swedish (1)', 'Polish (1)', 'Czech (5)', 'Italian (5)', 'Slovak (70)', 'Spanish (1)', 'German (3)'}",ALL
g274935-d7958055,['https://www.tripadvisor.com/Restaurant_Review-g274935-d7958055-Reviews-Ziwell-Piestany_Trnava_Region.html'],"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Ziwell']",Ziwell, Unclaimed,4.0,"February 4, 2020","Winterova 3, Piestany 921 01 Slovakia",48.59133,17.83539,#17 of 47 Restaurants in Piestany,#17 of 47 Restaurants in Piestany,"['$$ - $$$', 'Vegetarian Friendly']",(21),,,,,Lunch,Vegetarian Friendly,Reservations,+ Add hours,tel:+421 948 191 750,http://piestanskypivovar.sk,bubble_45,bubble_45,bubble_45,,11,6,2.0,2.0,0.0,"{'All languages', 'Slovak (10)', 'Russian (1)', 'German (1)', 'English (6)', 'Czech (1)', 'Italian (1)', 'Hungarian (1)'}",ALL
g274935-d7961693,['https://www.tripadvisor.com/Restaurant_Review-g274935-d7961693-Reviews-Slovak_craft_brewery_ZiWELL-Piestany_Trnava_Region.html'],"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Slovak craft brewery ZiWELL']",Slovak craft brewery ZiWELL, Claimed,4.0,"September 3, 2021","Rekreacna 3, Piestany 921 01 Slovakia",48.574265,17.825134,#5 of 47 Restaurants in Piestany,#5 of 47 Restaurants in Piestany,"['$$ - $$$', 'Brew Pub', 'Bar', 'Barbecue']",(108),,,,"Brew Pub, Bar, Barbecue, European, Gastropub, Pub, Central European","Lunch, Dinner",Vegetarian Friendly,"['Parking Available', 'Validated Parking', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Accepts Discover', 'Table Service', 'Takeout']", Open now: 11:00 AM - 10:00 PM,tel:+421 949 409 900,"http://www.piestanskypivovar.sk"",""email"":""pivovar@piestanskypivovar.sk",bubble_40,bubble_40,bubble_40,,56,26,11.0,5.0,10.0,"{'Russian (4)', 'All languages', 'French (1)', 'Polish (1)', 'English (24)', 'Czech (10)', 'Slovak (63)', 'Italian (2)', 'German (3)'}",ALL
g274935-d815480,['https://www.tripadvisor.com/Restaurant_Review-g274935-d815480-Reviews-Rybarska_Basta_Basovce-Piestany_Trnava_Region.html'],"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Rybarska Basta Basovce']",Rybarska Basta Basovce, Claimed,4.0,"May 22, 2022","Basovce 169, Piestany 922 01 Slovakia",48.629272,17.801386,#14 of 47 Restaurants in Piestany,#2 of 2 Soups in Piestany,"['$$ - $$$', 'European', 'Soups']",(51),,,,,"['Dinner', 'Lunch']",,"['Reservations', 'Seating', 'Parking Available', 'Validated Parking', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Cash Only', 'Free Wifi', 'Takeout', 'Highchairs Available', 'Table Service']", Open now: 11:00 AM - 10:00 PM,tel:+421 948 483 325,"http://www.rybarskabastabasovce.sk"",""email"":""info@rybarskabastabasovce.sk",bubble_45,bubble_45,bubble_40,,23,17,6.0,1.0,4.0,"{'Russian (4)', 'All languages', 'Hebrew (1)', 'Slovak (26)', 'German (4)', 'Spanish (1)', 'Italian (2)', 'English (13)'}",ALL
g274935-d8450365,['https://www.tripadvisor.com/Restaurant_Review-g274935-d8450365-Reviews-Pekaren_Ratnovce-Piestany_Trnava_Region.html'],"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Pekaren Ratnovce']",Pekaren Ratnovce, Unclaimed,4.0,"March 21, 2017","Cesta Janka Alexyho, Ratnovce, Piestany 921 01 Slovakia",48.567368,17.839403,#45 of 47 Restaurants in Piestany,#1 of 1 German in Piestany,"['$', 'German', 'European', 'Healthy']",(1),,,,"German, European, Healthy, Eastern European, Hungarian",[],,[],+ Add hours,tel:+421 948 320 462,"http://www.pekarenratnovce.sk/"",""email"":""info@pekarenratnovce.sk",,,,,0,1,0.0,0.0,0.0,"{'Slovak (1)', 'English', 'All languages'}",ALL
g274935-d8606127,['https://www.tripadvisor.com/Restaurant_Review-g274935-d8606127-Reviews-Zmrzlinaren_Monalisa-Piestany_Trnava_Region.html'],"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Zmrzlinaren Monalisa']",Zmrzlinaren Monalisa, Claimed,5.0,"September 14, 2023","Namestie Slobody 17, Piestany 92101 Slovakia",48.588898,17.834412,#1 of 6 Desserts in Piestany,#1 of 6 Dessert in Piestany,"['$$ - $$$', 'Dessert', 'Italian', 'Cafe']",(93),,,,"Italian, Cafe, Healthy","Lunch, Dinner",,"Outdoor Seating, Seating, Television, Takeout, Free Wifi, Accepts Credit Cards, Family style", Open now: 11:00 AM - 8:00 PM,tel:+421 33/774 67 77,"http://www.monalisa-zmrzlina.com/"",""email"":""info@monalisa-zmrzlina.com",bubble_50,bubble_45,bubble_45,,79,10,3.0,0.0,1.0,"{'Czech (9)', 'All languages', 'Slovak (61)', 'Russian (2)', 'Polish (1)', 'English (20)'}",ALL
g274935-d9768462,['https://www.tripadvisor.com/Restaurant_Review-g274935-d9768462-Reviews-Heaven_Caffe_Bar-Piestany_Trnava_Region.html'],"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Heaven Caffe & Bar']",Heaven Caffé & Bar, Claimed,4.5,"July 31, 2021","Sad Andreja Kmeťa 76 Hotel Pavla, 4. Poschodie, Piestany 921 01 Slovakia",48.588936,17.839365,#5 of 9 Coffee & Tea in Piestany,#5 of 9 Coffee & Tea in Piestany,,(10),,,,,Drinks,,"Takeout, Reservations, Seating, Parking Available, Free off-street parking, Digital Payments, Free Wifi", Open now: 11:00 AM - 11:00 PM,tel:+421 33/791 32 12,"https://www.facebook.com/HeavenCaffeBar/"",""email"":""dukosro@gmail.com",,,,,8,1,0.0,0.0,1.0,"{'English (5)', 'All languages', 'German (1)', 'Czech (1)', 'Slovak (3)'}",ALL
g274937-d22834935,['https://www.tripadvisor.com/Restaurant_Review-g274937-d22834935-Reviews-Pizzeria_restauracia_u_Furmana-Podbrezova_Banska_Bystrica_Region.html'],"['Europe', 'Slovakia', 'Banska Bystrica Region', 'Podbrezova', 'Podbrezova Restaurants', 'Pizzeria - restauracia u Furmana']",Pizzeria - reštaurácia u Furmana, Unclaimed,,,"Chvatimech 216/2, Podbrezova Slovakia",,,,,,,,,,,[],,[],+ Add hours,tel:+421 915 713 013,https://www.facebook.com/Pizzeria-re%C5%A1taur%C3%A1cia-u-Furmana-256704044422663/,,,,,0,0,0.0,0.0,0.0,,
g274937-d22835157,['https://www.tripadvisor.com/Restaurant_Review-g274937-d22835157-Reviews-Gurman-Podbrezova_Banska_Bystrica_Region.html'],"['Europe', 'Slovakia', 'Banska Bystrica Region', 'Podbrezova', 'Podbrezova Restaurants', 'Gurman']",Gurmán, Unclaimed,,,"Sládkovičova, Podbrezova 976 81 Slovakia",,,,,,,,,,,[],,[],+ Add hours,tel:+421 908 909 799,,,,,,0,0,0.0,0.0,0.0,,
g274937-d22835430,['https://www.tripadvisor.com/Restaurant_Review-g274937-d22835430-Reviews-Pizzeria_Italy_Bar-Podbrezova_Banska_Bystrica_Region.html'],"['Europe', 'Slovakia', 'Banska Bystrica Region', 'Podbrezova', 'Podbrezova Restaurants', 'Pizzeria - Italy Bar']",Pizzeria - Italy Bar, Unclaimed,,,"Štiavnička 216/2, Podbrezova 976 81 Slovakia",,,,,,,,,,,[],,[],+ Add hours,tel:+421 915 713 013,,,,,,0,0,0.0,0.0,0.0,,
g274937-d23135867,['https://www.tripadvisor.com/Restaurant_Review-g274937-d23135867-Reviews-C_KLUB_PIZZA-Podbrezova_Banska_Bystrica_Region.html'],"['Europe', 'Slovakia', 'Banska Bystrica Region', 'Podbrezova', 'Podbrezova Restaurants', 'C - KLUB PIZZA']",C - KLUB PIZZA, Unclaimed,,,"Sládkovičova 74, Podbrezova 97681 Slovakia",48.809948,19.521776,,,"['$', 'Pizza', 'Pub']",,,,₪17 - ₪25,"Pizza, Pub",[],,[],+ Add hours,tel:+421 911 700 139,https://www.facebook.com/cklubpizza,,,,,0,0,0.0,0.0,0.0,,
g274938-d10212252,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10212252-Reviews-Pizzeria_da_Pippo-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Pizzeria da Pippo']",Pizzeria da Pippo, Unclaimed,3.0,"June 10, 2018","Zdravotnicka 2, Poprad 058 01 Slovakia",49.05452,20.30199,#49 of 53 Restaurants in Poprad,#7 of 7 Pizza in Poprad,"['$$ - $$$', 'Pizza']",(9),,,,Pizza,[],,[],+ Add hours,tel:+421 903 166 358,http://az-europe.eu/en/restauracia-pizzeria-da-pippo-poprad/g,bubble_40,bubble_35,bubble_35,,0,4,3.0,1.0,1.0,"{'English (2)', 'All languages', 'Polish (3)', 'Slovak (2)', 'Spanish (1)', 'Thai (1)'}",ALL
g274938-d10430253,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10430253-Reviews-Velicka_izba-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Velicka izba']",Velická izba, Unclaimed,4.5,"September 18, 2022","Velické námestie, Poprad Slovakia",49.06791,20.27874,#34 of 53 Restaurants in Poprad,#34 of 53 Restaurants in Poprad,,(3),,,,,[],,[],+ Add hours,tel:+421 52/776 78 88,,,,,,2,1,0.0,0.0,0.0,"{'Polish (1)', 'All languages', 'English (1)', 'Russian (1)'}",ALL
g274938-d10522004,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10522004-Reviews-Betka_s_bakery-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', ""Betka's bakery""]",Betka's bakery, Claimed,4.0,"September 29, 2019","námestie sv. Egídia 124 Forum Poprad, Poprad 058 01 Slovakia",49.05377,20.29784,#7 of 7 Desserts in Poprad,#7 of 7 Dessert in Poprad,"['Dessert', 'Cafe']",(5),,,,Cafe,Drinks,,"Takeout, Seating, Free off-street parking, Highchairs Available, Full Bar, Accepts Credit Cards, Table Service", Open now: 09:00 AM - 9:00 PM,tel:+421 910 262 767,http://www.facebook.com/betkas.bakery/,,,,,3,0,1.0,0.0,1.0,"{'Slovak (4)', 'English', 'Czech (1)', 'All languages'}",ALL
g274938-d10522006,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10522006-Reviews-Foxford_cafe-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Foxford cafe']",Foxford cafe, Unclaimed,4.0,"January 25, 2021","Nam. Sv. Edigia 124 Forum Poprad, Poprad 058 01 Slovakia",49.05387,20.297993,#35 of 53 Restaurants in Poprad,#35 of 53 Restaurants in Poprad,,(5),,,,,[],,[],+ Add hours,tel:+421 907 278 650,https://www.facebook.com/FoxfordCafe/,,,,,4,0,0.0,0.0,1.0,"{'Polish (1)', 'All languages', 'English (1)', 'Slovak (3)'}",ALL
g274938-d10587974,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10587974-Reviews-Rock_N_Roll_Steak_Pub-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Rock N Roll Steak Pub']",Rock N Roll Steak Pub, Claimed,4.5,"August 11, 2023","OC Forum, Poprad 058 01 Slovakia",49.05359,20.29888,#14 of 53 Restaurants in Poprad,#14 of 53 Restaurants in Poprad,"['$$ - $$$', 'Steakhouse', 'Bar', 'Barbecue']",(64),,,₪21 - ₪76,"Steakhouse, Bar, Barbecue, European, Central European","['Lunch', 'Dinner', 'Drinks']","Gluten Free Options, Vegetarian Friendly","['Reservations', 'Buffet', 'Private Dining', 'Seating', 'Parking Available', 'Street Parking', 'Validated Parking', 'Valet Parking', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Takeout', 'Outdoor Seating']", Open now: 09:00 AM - 11:00 PM,tel:+421 944 805 712,"https://www.facebook.com/rocknrollpoprad/"",""email"":""info@rocknrollpoprad.sk",bubble_45,bubble_50,bubble_45,,50,5,3.0,3.0,3.0,"{'Hebrew (1)', 'Russian (2)', 'All languages', 'Polish (1)', 'Serbian (1)', 'Czech (1)', 'Italian (2)', 'Slovak (43)', 'English (13)'}",ALL
g274938-d10588286,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10588286-Reviews-Irocknroll-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Irocknroll']",Irocknroll, Claimed,4.0,"October 11, 2017","Namestie svateho Egidia, Poprad 058 01 Slovakia",49.05435,20.29886,#39 of 53 Restaurants in Poprad,#39 of 53 Restaurants in Poprad,"['Italian', 'American']",(4),,,,"Italian, American",[],,[],+ Add hours,,http://www.facebook.com/pizzasteakhouse.forum/,,,,,2,1,0.0,1.0,0.0,"{'All languages', 'English (4)'}",ALL
g274938-d10629914,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10629914-Reviews-Pivny_Dom_Dobre_Casy-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Pivny Dom Dobre Casy']",Pivny Dom Dobre Casy, Claimed,4.5,"September 17, 2023","Levochska 2, Poprad 058 01 Slovakia",49.055683,20.306688,#2 of 53 Restaurants in Poprad,#1 of 17 Central European in Poprad,"['$$ - $$$', 'Bar', 'Barbecue', 'European']",(288),,,₪12 - ₪48,"Bar, Barbecue, European, Pub, Central European","['Lunch', 'Dinner', 'Late Night', 'Drinks']",Vegetarian Friendly,"['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Television', 'Wheelchair Accessible', 'Serves Alcohol', 'Free Wifi', 'Table Service', 'Full Bar']", Closed now:  See all hours,tel:+421 901 708 592,"http://www.facebook.com/dobrecasypoprad/"",""email"":""dobrecasypp@gmail.com",bubble_45,bubble_45,bubble_45,,220,40,12.0,5.0,11.0,"{'Hebrew (2)', 'All languages', 'German (8)', 'Swedish (1)', 'Slovak (164)', 'English (60)', 'Czech (10)', 'Russian (5)', 'Arabic (1)', 'Italian (2)', 'French (2)', 'Polish (32)', 'Chinese (Sim.) (1)'}",ALL
g274938-d10804458,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10804458-Reviews-Caffe_Restaurant_GURMAN-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Caffe & Restaurant GURMAN']",Caffe & Restaurant GURMAN, Unclaimed,,,"Zdravotnícka 3523/4, Poprad 05801 Slovakia",49.05413,20.30202,,,"['Pub', 'Gastropub']",,,,,"Pub, Gastropub",[],,[],+ Add hours,tel:+421 905 450 539,"http://www.restaurantgurman.eu"",""email"":""info@restaurantgurman.eu",,,,,0,0,0.0,0.0,0.0,,
g274938-d10820764,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10820764-Reviews-Kastiel_Restaurant-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Kastiel Restaurant']",Kastiel Restaurant, Claimed,2.5,"April 11, 2021","Lidicka 1666/8 Poprad-Matejovce, Poprad 05851 Slovakia",49.081387,20.327738,#53 of 53 Restaurants in Poprad,#53 of 53 Restaurants in Poprad,"['$$ - $$$', 'Italian', 'European']",(3),,,₪13 - ₪85,"Italian, European","Lunch, Dinner",,"['Delivery', 'Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Street Parking', 'Validated Parking', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Free Wifi']", Open now: 10:30 AM - 9:00 PM,tel:+421 903 800 342,"http://www.kastielmatejovce.sk/"",""email"":""restauraciakastiel@azet.sk",,,,,1,0,0.0,0.0,2.0,"{'English', 'All languages', 'Slovak (3)'}",ALL
g274938-d10926243,['https://www.tripadvisor.com/Restaurant_Review-g274938-d10926243-Reviews-Oto_Oto_Caffe-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Oto&Oto Caffe']",Oto&Oto Caffe, Claimed,5.0,"December 29, 2018","Kuzmányho 5, Poprad 058 01 Slovakia",49.0668,20.280352,#5 of 10 Coffee & Tea in Poprad,#5 of 10 Coffee & Tea in Poprad,"['$$ - $$$', 'Cafe']",(20),,,,Cafe,"Breakfast, Brunch, Late Night, Drinks",,"Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service, Reservations", Open now: 07:00 AM - 11:00 PM,tel:+421 918 955 719,"http://www.facebook.com/otocaffee"",""email"":""otobrtan@gmail.com",,,,,18,1,0.0,1.0,0.0,"{'All languages', 'German (1)', 'Polish (1)', 'English (6)', 'Slovak (12)'}",ALL
g274938-d1106546,['https://www.tripadvisor.com/Restaurant_Review-g274938-d1106546-Reviews-Utopia-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Utopia']",Utopia, Unclaimed,3.5,"August 23, 2022","Dostojevskeho, Poprad 058 01 Slovakia",49.04846,20.301216,#20 of 53 Restaurants in Poprad,#20 of 53 Restaurants in Poprad,"['$$ - $$$', 'Italian', 'Pizza', 'European']",(121),,,,"Pizza, Italian, European","Lunch, Dinner",Vegetarian Friendly,"['Takeout', 'Reservations', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Free Wifi', 'Table Service', 'Outdoor Seating', 'Playgrounds']", Open now: 12:00 PM - 12:00 AM,tel:+421 52/773 22 22,http://www.pizzautopia.sk/,bubble_40,bubble_40,bubble_40,bubble_40,43,30,25.0,13.0,10.0,"{'English (47)', 'Hebrew (2)', 'All languages', 'Russian (1)', 'Polish (1)', 'Danish (1)', 'Czech (2)', 'Italian (3)', 'Spanish (1)', 'German (2)', 'Hungarian (2)', 'Slovak (59)'}",ALL
g274938-d11799324,['https://www.tripadvisor.com/Restaurant_Review-g274938-d11799324-Reviews-La_Creperie_Palacinkaren_u_Priatelov-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'La Creperie - Palacinkaren u Priatelov']",La Creperie - Palacinkaren u Priatelov, Claimed,4.5,"September 3, 2021","1. maja 4953/2A, Poprad 058 01 Slovakia",49.055496,20.301193,#2 of 7 Desserts in Poprad,#2 of 7 Dessert in Poprad,"['$', 'Dessert', 'Cafe', 'European']",(65),,,₪8 - ₪34,"Cafe, Diner, European","['Breakfast', 'Lunch', 'Brunch', 'Late Night', 'Drinks', 'Dinner']",Vegetarian Friendly,"['Buffet', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Digital Payments', 'Accepts Credit Cards', 'Table Service', 'Takeout', 'Reservations']", Open now: 08:00 AM - 10:00 PM,tel:+421 915 472 888,"https://www.facebook.com/palacinkapp/?hc_ref=PAGES_TIMELINE&fref=nf"",""email"":""palacinkarenpp@gmail.com",bubble_45,bubble_45,bubble_45,,53,7,3.0,1.0,1.0,"{'Slovak (36)', 'All languages', 'Polish (6)', 'French (1)', 'German (1)', 'Russian (1)', 'Czech (2)', 'English (17)', 'Hungarian (1)'}",ALL
g274938-d11864579,['https://www.tripadvisor.com/Restaurant_Review-g274938-d11864579-Reviews-Fajna_Rybka-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Fajna Rybka']",Fajna Rybka, Claimed,4.5,"August 29, 2020","Dlhé Hony 9, Poprad 058 01 Slovakia",49.049408,20.291843,#10 of 53 Restaurants in Poprad,#1 of 2 Seafood in Poprad,"['$$ - $$$', 'Japanese', 'Seafood', 'Sushi']",(67),,,,"Japanese, Sushi, Asian, Seafood","Lunch, Dinner","Vegetarian Friendly, Vegan Options","['Seating', 'Accepts Credit Cards', 'Table Service', 'Reservations', 'Wheelchair Accessible']", Open now: 11:00 AM - 9:00 PM,tel:+421 904 187 889,"http://fajnarybka.sk/kontakt/"",""email"":""fajnarybkask@gmail.com",bubble_50,bubble_45,bubble_45,,54,6,4.0,0.0,3.0,"{'Serbian (2)', 'Hebrew (2)', 'All languages', 'Slovak (48)', 'Czech (1)', 'English (12)', 'German (2)'}",ALL
g274938-d11899838,['https://www.tripadvisor.com/Restaurants-g274938-Poprad_Presov_Region.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g274938-d11918781,['https://www.tripadvisor.com/Restaurant_Review-g274938-d11918781-Reviews-Cokolateria_Bon_Bon_in_Poprad-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Cokolateria Bon Bon in Poprad']",Cokolateria Bon Bon in Poprad, Unclaimed,5.0,"January 26, 2020","Dominika Tatarku 14, Poprad 05801 Slovakia",49.05747,20.29747,#3 of 7 Desserts in Poprad,#3 of 7 Dessert in Poprad,"['$$ - $$$', 'Dessert', 'Cafe']",(8),,,,Cafe,[],,[], Open now: 09:00 AM - 8:00 PM,tel:+421 904 473 720,https://www.facebook.com/%C4%8Cokolat%C3%A9ria-Bon-Bon-in-Poprad-1664989967100325/,,,,,6,2,0.0,0.0,0.0,"{'English (5)', 'Czech (1)', 'All languages', 'Slovak (2)'}",ALL
g274938-d11948183,['https://www.tripadvisor.com/Restaurant_Review-g274938-d11948183-Reviews-Minipivovar_TATRAS-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Minipivovar TATRAS']",Minipivovar TATRAS, Claimed,4.0,"August 14, 2023","Namestie sv. Egidia 60, Poprad 05801 Slovakia",49.054752,20.302284,#13 of 53 Restaurants in Poprad,#13 of 53 Restaurants in Poprad,"['$$ - $$$', 'Brew Pub', 'Bar', 'European']",(97),,,₪21 - ₪72,"Brew Pub, Pub, Bar, European, Central European","Lunch, Dinner",,"['Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Wine and Beer', 'Free Wifi', 'Accepts Credit Cards', 'Non-smoking restaurants']", Open now: 12:00 PM - 11:00 PM,tel:+421 948 828 727,"http://minipivovartatras.sk"",""email"":""info@minipivovartatras.sk",bubble_45,bubble_40,bubble_40,,46,27,8.0,10.0,6.0,"{'Polish (4)', 'Slovak (36)', 'All languages', 'English (36)', 'Czech (10)', 'Russian (5)', 'Italian (2)', 'Hungarian (1)', 'German (3)'}",ALL
g274938-d11978084,['https://www.tripadvisor.com/Restaurant_Review-g274938-d11978084-Reviews-Lujza_Restaurant-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Lujza Restaurant']",Lujza Restaurant, Claimed,4.5,"September 2, 2023","Stefanikova 4445, Poprad 05801 Slovakia",49.05701,20.302763,#9 of 53 Restaurants in Poprad,#9 of 53 Restaurants in Poprad,"['$$ - $$$', 'Italian', 'American', 'Pizza']",(67),,,₪17 - ₪64,"Italian, American, Pizza, Soups, European","['Lunch', 'Dinner']",Vegetarian Friendly,"['Seating', 'Wheelchair Accessible', 'Table Service', 'Reservations']", Open now: 11:30 AM - 10:00 PM,tel:+421 917 656 687,https://www.facebook.com/pg/Lujza-Restaurant-372702713765/about/?ref=page_internal,bubble_50,bubble_50,bubble_45,,47,15,3.0,1.0,1.0,"{'Czech (9)', 'Slovak (22)', 'All languages', 'German (1)', 'Hebrew (7)', 'Dutch (1)', 'English (20)', 'Italian (1)', 'Polish (5)', 'Hungarian (1)'}",ALL
g274938-d12227372,['https://www.tripadvisor.com/Restaurants-g274938-Poprad_Presov_Region.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g274938-d12233242,['https://www.tripadvisor.com/Restaurant_Review-g274938-d12233242-Reviews-Pizza_Borsalino-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Pizza Borsalino']",Pizza Borsalino, Unclaimed,4.0,"August 6, 2021","Mnohelova 835/22, Poprad 058 01 Slovakia",49.056614,20.296934,#31 of 53 Restaurants in Poprad,#31 of 53 Restaurants in Poprad,['Pizza'],(13),,,,Pizza,[],,[],+ Add hours,tel:+421 948 621 641,,,,,,6,3,1.0,1.0,2.0,"{'Polish (2)', 'Hebrew (2)', 'All languages', 'Russian (1)', 'German (1)', 'English (1)', 'Slovak (4)', 'Czech (2)'}",ALL
g274938-d12330131,['https://www.tripadvisor.com/Restaurant_Review-g274938-d12330131-Reviews-Cin_Cin-Poprad_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Cin-Cin']",Cin-Cin, Unclaimed,3.5,"June 26, 2022","Velické Námestie 1173/5, Poprad 05801 Slovakia",49.0682,20.27913,#32 of 53 Restaurants in Poprad,#26 of 33 European in Poprad,"['$$ - $$$', 'European']",(11),,,,European,[],,Reservations,+ Add hours,,"https://www.facebook.com/Cin-Cin-122974027712806/"",""email"":""bistrocincin@stonline.sk",bubble_40,bubble_35,bubble_40,,3,4,1.0,3.0,0.0,"{'All languages', 'French (1)', 'English (4)', 'Polish (1)', 'German (2)', 'Slovak (3)'}",ALL
