"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g644065-d5964292","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Millenium']","Millenium","Claimed",4,"September 5, 2023","Bul. Saedinenie230, Velingrad 4600 Bulgaria",42.02973,23.991943,"#10 of 19 Restaurants in Velingrad","#10 of 19 Restaurants in Velingrad",60,0,,,"Eastern European, European","Lunch, Dinner","Vegetarian Friendly","Reservations, Seating, Outdoor Seating, Serves Alcohol, Table Service","True","True",45,40,40,,27,13,9,3,8,"Spanish (2), Russian (17), Italian (3), English (35), French (1), Greek (1), Turkish (1)","in rating","g644065-d5964292","$$ - $$$","European, Eastern European, Vegetarian Friendly","Restaurants",35,25,0,"https://www.facebook.com/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%9C%D0%B8%D0%BB%D0%B5%D0%BD%D0%B8%D1%83%D0%BC-111983007216964/?ref=search&__tn__=%2Cd%2CP-R&eid=ARACg8cDHQ3VbhFSZuMaKTgg3uHihc3DxzmSOKJHO7xQ2kydjzz6jLjDfODjoTkHclj5BTeXMSqVOnef","account_exists","Ресторант Милениум Велинград","October, 2023","Обедно меню за днес 26.10.2023 
  Заповядайте при нас в Ресторант Милениум 
  +359 5 10 12
Очакваме Ви! 
#обедноменю #ресторантвелинград #вкуснахрана","1.7K likes • 1.8K followers","Intro
Ресторант с традиции!
Всяка хапка тук си заслужава!
Page · Restaurant
Булевард Съединение 230 , Velingrad, Bulgaria
+359 35 951 012
millenium2001@abv.bg
Open now
Price Range · $$
Rating · 4.7 (16 Reviews)",2023,"facebook","online","True","True",4.7,16,1800
"g644065-d6560994","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Restaurant Veseloto Selo']","Restaurant Veseloto Selo","Unclaimed",4,"May 28, 2017","Lilyana Dimitrova st. 2, Velingrad 4600 Bulgaria",42.02964,23.99074,"#16 of 19 Restaurants in Velingrad","#16 of 19 Restaurants in Velingrad",6,0,,,,"Lunch, Dinner",,,"True","True",,,,,3,2,0,0,1,"Italian (1), Hebrew (1), English (1), Russian (3)","in rating","g644065-d6560994",,,"Restaurants",1,5,0,"http://hotel-rim.com/contacts.php","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g644065-d6561010","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Rodopsko Selo']","Rodopsko Selo","Unclaimed",3.5,"February 14, 2020","Soedinenie blvd 49, Velingrad 4600 Bulgaria",42.014698,23.9873,"#15 of 19 Restaurants in Velingrad","#9 of 9 European in Velingrad",80,0,,,"Barbecue, Eastern European, European","Lunch, Dinner","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Serves Alcohol, Takeout, Highchairs Available, Table Service","False","True",40,35,40,,25,20,13,10,12,"Turkish (2), Italian (1), German (1), Greek (2), Serbian (1), Russian (27), English (46)","in rating","g644065-d6561010","$$ - $$$","Barbecue, European, Eastern European","Restaurants",46,34,0,"http://www.facebook.com/TheMarquisTena/","account_exists","The Marquis","October, 2023","Para disfrutar en familia y entre amigos, decoración increíble, el mejor ambiente todo empieza ahora!","1.1K likes • 1.1K followers","Intro
Elaboramos exquisitos platos de una manera sana y saludable
Page · Barbecue Restaurant
Av Amazonas 251 y Olmedo , Tena, Ecuador
+593 6-288-6513
Always open
Outdoor seating · In-store pickup
Rating · 5.0 (5 Reviews)",2023,"facebook","online","True","True",5,5,1100
"g644065-d7056445","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Restaurant Tavern Omar']","Restaurant Tavern Omar","Claimed",4,"August 20, 2022","Ul. Velingrad, Velingrad 4600 Bulgaria",42.03074,23.990866,"#9 of 19 Restaurants in Velingrad","#6 of 8 Barbecue in Velingrad",96,0,,,"Barbecue, European, Eastern European, Central European","Brunch, Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly","Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service, Outdoor Seating, Full Bar, Live Music","True","True",40,40,35,,45,21,7,11,12,"French (2), Spanish (1), Italian (6), Turkish (5), Dutch (1), Swedish (1), Hebrew (1), Greek (5), Russian (19), Portuguese (1), German (3), English (51)","in rating","g644065-d7056445","$$ - $$$","Barbecue, European, Eastern European","Restaurants",51,45,0,"http://tavernomar.hotel-rich.com/","Таверна Омар | Ресторант във Велинград | Най-вкусните специалитети",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g644065-d7199355","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Doner&Burger']","Doner&Burger","Unclaimed",4,"November 4, 2014","359885259774, Velingrad Bulgaria",,,"#19 of 19 Restaurants in Velingrad","#19 of 19 Restaurants in Velingrad",1,0,,,,,,,"False","True",,,,,0,1,0,0,0,"Turkish (1), English","in rating","g644065-d7199355",,,"Restaurants",0,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g644065-d7201542","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Chinarite']","Chinarite","Unclaimed",4,"May 7, 2022","Vasil Aprilov St. 2, Velingrad 4600 Bulgaria",42.02726,23.989676,"#3 of 19 Restaurants in Velingrad","#3 of 19 Restaurants in Velingrad",164,0,,,"Barbecue, European, Eastern European","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Live Music","False","True",40,40,40,45,72,53,16,9,14,"Greek (11), English (100), Hebrew (5), Spanish (5), German (2), Russian (26), French (5), Italian (5), Turkish (5)","in rating","g644065-d7201542","$$ - $$$","Barbecue, European, Eastern European","Restaurants",100,64,0,"http://chinarite.cbbbg.com/","хотел механа Чинарите",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g644065-d8124719","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Pri Kiseliya']","Pri Kiseliya","Unclaimed",4.5,"November 25, 2019","Velingrad Bulgaria",42.001434,23.981503,"#7 of 19 Restaurants in Velingrad","#5 of 9 European in Velingrad",28,0,,,"European, Barbecue","Lunch, Dinner","Vegetarian Friendly","Seating, Table Service, Takeout, Reservations, Wheelchair Accessible","False","False",50,45,50,,18,7,3,0,0,"Norwegian (1), German (1), French (3), Spanish (3), Russian (5), Hebrew (2), English (13)","in rating","g644065-d8124719","$","Barbecue, European, Vegetarian Friendly","Restaurants",13,15,0,"http://www.facebook.com/pages/%D0%9F%D1%80%D0%B8-%D0%9A%D0%B8%D1%81%D0%B5%D0%BB%D0%B8%D1%8F/354219837979540","account_exists","Костадин Костадинов is at При Киселия.","September 17, 2023",,"Facebook is showing information to help you better understand the purpose of a Page. See actions taken by the people who manage and post content.","About
See all
До ЖП гарата Velingrad, Bulgaria
308 people like this
308 people follow this
2,319 people checked in here
Price range
  · $$
Beer Garden",2023,"facebook","online","True","True",,,0
"g644065-d8559180","['Europe', 'Bulgaria', 'Pazardzhik Province', 'Velingrad', 'Velingrad Restaurants', 'Restaurant Russia']","Restaurant Russia","Unclaimed",4.5,"June 27, 2022","Han Asparuh 26, Velingrad 4600 Bulgaria",42.0274,23.99332,"#11 of 19 Restaurants in Velingrad","#11 of 19 Restaurants in Velingrad",9,0,,,,,,"Reservations","False","False",,,,,6,3,0,0,0,"English (4), Russian (3), French (1), Turkish (1)","in rating","g644065-d8559180",,,"Restaurants",4,5,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g651677-d10514035","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Belitsa', 'Belitsa Restaurants', 'Martini Restaurant & Bar']","Martini Restaurant & Bar","Claimed",4.5,"October 6, 2021","Aleksa Sachkov 3, Belitsa 2780 Bulgaria",41.94713,23.56125,"#3 of 3 Restaurants in Belitsa","#1 of 1 International in Belitsa",17,0,,"₪22 - ₪65","International","Breakfast, Lunch, Dinner, Drinks","Vegetarian Friendly","Reservations, Table Service, Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Playgrounds, Family style","True","True",,,,,14,1,0,0,2,"Russian (2), Hebrew (2), English (13)","in rating","g651677-d10514035","$$ - $$$","International, Vegetarian Friendly","Restaurants",13,4,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g651677-d12702987","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Belitsa', 'Belitsa Restaurants', 'BBQ Bear Park']","BBQ Bear Park","Claimed",5,"October 2, 2022","Andrianov chark, Belitsa 2780 Bulgaria",42.028805,23.576397,"#1 of 3 Restaurants in Belitsa","#1 of 1 Barbecue in Belitsa",25,0,,"₪7 - ₪17","Barbecue","Lunch, Dinner, Brunch","Vegetarian Friendly","Outdoor Seating, Seating, Table Service, Takeout, Reservations","False","True",50,50,50,,22,3,0,0,0,"Spanish (2), Hebrew (1), English (21), French (1)","in rating","g651677-d12702987","$","Barbecue, Vegetarian Friendly","Restaurants",21,4,0,"http://www.facebook.com/restaurantbearpark/","account_exists","Ресторант / Барбекю ""При Яна и Янек"" - парк за мечки","October 1 , 2023","Всеки път сме изключително щастливи, когато ни посетят гости, избрали да хапнат отново в нашето малко семейно ресторантче. Радваме се, че оценявате качеството на храната и труда ни. Хора като Вас ни мотивират да продължаваме да се стараем и да се раздаваме.
Благодарим Ви!","1.3K likes • 1.3K followers","Intro
Page · Local business
Парк за мечки Белица, Belitsa, Bulgaria
+359 88 643 4601
iana_kaloianova@abv.bg
businessaccountbg.com/pri-park-za-mechki
Open now
Price Range · $
Rating · 4.9 (106 Reviews)",2023,"facebook","online","True","True",4.9,106,1300
"g651677-d17835952","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Belitsa', 'Belitsa Restaurants', 'Gecata']","Gecata","Unclaimed",,,"Dimo Hadzhidimov Str., Belitsa 2780 Bulgaria",41.94791,23.55727,,,0,0,,,"European, Eastern European, Central European","Breakfast, Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g651677-d17835952",,"European, Eastern European, Central European",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g651677-d8655159","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Belitsa', 'Belitsa Restaurants', 'Rila Fish']","Rila Fish","Unclaimed",5,"September 20, 2023","Belitsa Bulgaria",,,"#2 of 3 Restaurants in Belitsa","#2 of 3 Restaurants in Belitsa",18,0,,,,"Breakfast, Dinner","Vegetarian Friendly","Outdoor Seating, Reservations, Wheelchair Accessible","False","True",45,50,50,,15,3,0,0,0,"Russian (3), French (1), Dutch (1), English (13)","in rating","g651677-d8655159",,"Vegetarian Friendly","Restaurants",13,5,0,"http://www.rilafish.com/","+359 878 555611 – Ресторант ""Рибарникъ"" +359878555611",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g651679-d10622357","['Europe', 'Bulgaria', 'Burgas Province', 'Kiten', 'Kiten Restaurants', 'Ресторан EOC']","Ресторан EOC","Unclaimed",4.5,"September 7, 2019","Ul. Petrova Niva 7, Kiten 8183 Bulgaria",42.23559,27.77134,"#2 of 5 Restaurants in Kiten","#1 of 2 Grill in Kiten",8,0,,,"Grill",,,,"False","True",,,,,5,3,0,0,0,"English (2), Russian (5), Polish (1)","in rating","g651679-d10622357",,"Grill","Restaurants",2,6,0,"http://eoskiten.com/restorant","Хотел в Китен, комплекс ЕОС, нощувки - Kiten hotel | Ресторант","Хотел в Китен, комплекс ЕОС, нощувки - Kiten hotel","nan",,,,0,"non-facebook","online","True","True",,,0
"g651679-d14914188","['Europe', 'Bulgaria', 'Burgas Province', 'Kiten', 'Kiten Restaurants', 'Salt']","Salt","Unclaimed",,,"Strandzha 28 A, Kiten 8183 Bulgaria",42.23479,27.77648,,,0,0,,"₪13 - ₪65","Italian, Seafood, Mediterranean, Greek",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g651679-d14914188","$","Italian, Seafood, Mediterranean",,0,0,0,"http://www.facebook.com/Salt_Restaurant-186706978827904/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g651679-d14999052","['Europe', 'Bulgaria', 'Burgas Province', 'Kiten', 'Kiten Restaurants', 'Bistro Tropicana']","Bistro Tropicana","Unclaimed",4.5,"August 22, 2022","Kraymorska Str, Kiten 8183 Bulgaria",42.24166,27.773272,"#1 of 5 Restaurants in Kiten","#1 of 2 Seafood in Kiten",16,0,,"₪42 - ₪149","Seafood, Barbecue, Pizza, Fast Food, Eastern European","Dinner",,"Reservations, Seating, Table Service","False","True",,,,,12,2,1,1,0,"Czech (1), Slovak (1), English (14)","in rating","g651679-d14999052","$$ - $$$","Pizza, Seafood, Fast Food","Restaurants",14,2,0,"https://www.facebook.com/Bistro-Tropicana-Kiten-2023328204585876/","account_exists","Bistro Tropicana Kiten","June 17, 2023","Здравейте приятели, за ценители на добрата морска храна,свежи салати, пици на пещ, BBQ на дървени въглища и приятна обстановка, Бистро""Тропикана""-Китен стартира сезон 2023г. 
? Вкусно приготвените ни риби, миди и скариди ще Ви омагьосат от първата хапка
. Ако се съмнявате.....просто проверете и после споделете
.
P.S. Всяко ястие се приготвя по автентична местна рецепта!
Заповядайте при нас! 
За резервации: 0887 782178; 0886 000513","1.6K followers • 82 following","Intro
Page · Local business
+359 88 778 2178
Price Range · $$
Rating · 4.7 (69 Reviews)",2023,"facebook","online","True","True",4.7,69,1600
"g651679-d17792228","['Europe', 'Bulgaria', 'Burgas Province', 'Kiten', 'Kiten Restaurants', 'Ribarski Han']","Ribarski Han","Claimed",4.5,"June 17, 2023","Ribarska 1, Kiten 8183 Bulgaria",42.235813,27.780676,"#4 of 5 Restaurants in Kiten","#1 of 1 International in Kiten",5,0,,"₪21 - ₪212","Italian, International, Barbecue, Grill","Breakfast, Lunch, Dinner, Brunch, Drinks",,"Takeout, Reservations, Seating, Street Parking, Free off-street parking, Serves Alcohol, Free Wifi, Table Service","False","True",,,,,4,0,0,1,0,"English (4), Russian (1)","in rating","g651679-d17792228","$$ - $$$","Italian, International, Barbecue","Restaurants",4,1,0,"http://restaurant-71558.business.site/?utm_source=gmb&utm_medium=referral","Рибарски Ханъ / Ribarski Han - Ресторант в Китен","Рибарски Ханъ / Ribarski Han - Ресторант в Китен","nan",,,,0,"non-facebook","online","True","True",,,0
"g651679-d21227176","['Europe', 'Bulgaria', 'Burgas Province', 'Kiten', 'Kiten Restaurants', 'Restorant Feya']","Restorant Feya","Unclaimed",5,"September 5, 2020","Ul. „Zdravets“ 6, Kiten 8183 Bulgaria",42.235954,27.773321,"#5 of 5 Restaurants in Kiten","#2 of 2 Eastern European in Kiten",1,0,,"₪8 - ₪51","Mediterranean, Eastern European",,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g651679-d21227176","$","Mediterranean, Eastern European","Restaurants",1,0,0,"http://soul-food-restaurant-30.business.site/","Ресторант Фея - Ресторант За Храна За Душата в/ъв Китен",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g651679-d8415196","['Europe', 'Bulgaria', 'Burgas Province', 'Kiten', 'Kiten Restaurants', 'Gorski Rai']","Gorski Rai","Unclaimed",4,"July 24, 2018","Strandzha 2A, Kiten 8183 Bulgaria",42.234234,27.769142,"#3 of 5 Restaurants in Kiten","#2 of 2 Seafood in Kiten",13,0,,,"Pizza, Seafood","Dinner",,"Reservations, Table Service, Seating","False","True",,,,,9,2,0,0,2,"English (9), Polish (1), Italian (1), Russian (2)","in rating","g651679-d8415196","$$ - $$$","Pizza, Seafood","Restaurants",9,4,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g651680-d10428416","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'Mehana Cheshmata']","Mehana Cheshmata","Unclaimed",3.5,"September 17, 2023","Ylitsa Kapitan Pavel Gramadov 2, Arbanasi 5029 Bulgaria",43.09784,25.668589,"#5 of 9 Restaurants in Arbanasi","#1 of 2 Cafe in Arbanasi",26,0,,,"Cafe","Lunch, Breakfast, Dinner","Vegetarian Friendly","Seating, Table Service, Reservations, Wheelchair Accessible","False","True",40,40,40,,6,10,4,1,5,"Spanish (1), Italian (1), Dutch (2), French (1), English (19), German (2)","in rating","g651680-d10428416","$$ - $$$","Cafe, Vegetarian Friendly","Restaurants",19,7,0,"http://www.cheshmata.com/contact.html","felix general trade limited","felix general trade limited","nan",,,,0,"non-facebook","online","True","True",,,0
"g651680-d11705684","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'Mexana Payaka']","Mexana Payaka","Unclaimed",3.5,"September 29, 2023","Kapitan Pavel Gramadov 8, Arbanasi 5029 Bulgaria",43.09779,25.66936,"#8 of 9 Restaurants in Arbanasi","#1 of 1 Moroccan in Arbanasi",8,0,,,"French, Moroccan, Mediterranean, Canadian",,,,"False","True",,,,,0,4,2,2,0,"English (2), Japanese (1), Portuguese (1), Spanish (2), French (1), Greek (1)","in rating","g651680-d11705684",,"French, Moroccan, Mediterranean, Canadian","Restaurants",2,6,0,"http://mehanapayak.com/","failed_to_access",,"nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g651680-d14079859","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'Primo Gusto']","Primo Gusto","Claimed",5,"August 27, 2021","Georgi Kandilarov 8-10 street Vila Arbanashki Han, Arbanasi 5029 Bulgaria",43.101112,25.667534,"#3 of 9 Restaurants in Arbanasi","#3 of 9 Restaurants in Arbanasi",6,0,,"₪17 - ₪106","Italian","Breakfast, Lunch, Dinner, Brunch",,,"True","True",,,,,5,1,0,0,0,"English (6)","in rating","g651680-d14079859","$$ - $$$","Italian","Restaurants",6,0,0,"http://www.arbanashkihan.com/italian_restaurant/","Page not found – Complex Arbanashki han","Complex Arbanashki han – Restaurant, Garden, SPA, Pool – official site","nan",,,,0,"non-facebook","online","False","True",,,0
"g651680-d4567578","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'Arbat Mehana']","Arbat Mehana","Claimed",3.5,"October 15, 2023","Kapitan Pavel Gramadov 1, Arbanasi 5029 Bulgaria",43.102333,25.668592,"#2 of 9 Restaurants in Arbanasi","#2 of 5 European in Arbanasi",71,0,,"₪28 - ₪80","European, Eastern European","Lunch, Dinner","Vegetarian Friendly","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service","True","True",40,35,35,,31,12,9,6,13,"Spanish (1), Japanese (1), German (1), Italian (2), French (5), English (59), Russian (2)","in rating","g651680-d4567578","$$ - $$$","European, Eastern European, Vegetarian Friendly","Restaurants",59,12,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g651680-d4754705","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'restaurant Izvora']","restaurant Izvora","Unclaimed",3.5,"November 23, 2022","Ulitsa arbanassi, Arbanasi 5029 Bulgaria",43.098164,25.665712,"#6 of 9 Restaurants in Arbanasi","#6 of 9 Restaurants in Arbanasi",104,0,,,"European, Eastern European, Barbecue","Lunch, Dinner","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Wheelchair Accessible","False","True",40,35,35,40,22,39,15,9,19,"Polish (1), Italian (6), Swedish (1), English (85), French (3), Russian (4), Spanish (3), Portuguese (1)","in rating","g651680-d4754705","$$ - $$$","Barbecue, European, Eastern European","Restaurants",85,19,0,"http://www.izvora.com/en-us","404 Not Found","Хотел Извора, Арбанаси","nan",,,,0,"non-facebook","online","False","True",,,0
"g651680-d5504796","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'Kaloyanova Fortress']","Kaloyanova Fortress","Unclaimed",3.5,"November 27, 2019","Kaloyanova Fortress, Arbanasi 5029 Bulgaria",43.06815,25.60739,"#7 of 9 Restaurants in Arbanasi","#5 of 5 European in Arbanasi",9,0,,,"European",,,"Reservations","False","False",,,,,2,4,1,2,0,"Russian (1), English (6), Portuguese (1), Greek (1)","in rating","g651680-d5504796","$$ - $$$","European","Restaurants",6,3,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g651680-d6610328","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'Arbanashki Han Tavern']","Arbanashki Han Tavern","Claimed",4.5,"July 28, 2023","Georgi Kandilarov 8-10 Arbanashki Han Hotel, Arbanasi 5029 Bulgaria",43.099464,25.666632,"#1 of 9 Restaurants in Arbanasi","#1 of 5 Eastern European in Arbanasi",138,0,,,"European, Eastern European","Lunch, Dinner, Breakfast","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Reservations, Accepts Credit Cards, Table Service","True","True",45,45,45,45,91,23,18,2,4,"Polish (1), Japanese (1), Portuguese (1), French (10), English (91), Turkish (1), Italian (3), German (7), Hebrew (4), Spanish (7), Russian (5), Dutch (7)","in rating","g651680-d6610328","$$ - $$$","European, Eastern European, Vegetarian Friendly","Restaurants",91,47,0,"http://www.arbanashkihan.com/","Complex Arbanashki han – Restaurant, Garden, SPA, Pool – official site",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g651680-d7252348","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Arbanasi', 'Arbanasi Restaurants', 'Park Hotel Sevastokrator']","Park Hotel Sevastokrator","Unclaimed",3.5,"July 26, 2022","Saint Nicola Str 13, Arbanasi 5029 Bulgaria",43.096855,25.663168,"#4 of 9 Restaurants in Arbanasi","#3 of 5 European in Arbanasi",38,0,,,"European, Eastern European","Breakfast, Lunch, Dinner",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Table Service","False","True",40,40,40,,7,16,12,2,1,"French (2), Japanese (1), German (2), Dutch (1), Italian (3), Russian (1), Turkish (1), English (27)","in rating","g651680-d7252348","$$ - $$$","European, Eastern European","Restaurants",27,11,0,"http://www.sevastokrator.com/en/index.html",404,"Севастократор - целогодишен хотел до Велико Търново, Арбанаси","nan",,,,0,"non-facebook","online","False","True",,,0
"g658263-d10040498","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Pub Riverside']","Pub Riverside","Unclaimed",4.5,"January 28, 2018","Izvorite street, Razlog 2760 Bulgaria",41.88365,23.45576,"#11 of 20 Restaurants in Razlog","#2 of 2 Pub in Razlog",5,0,,,"Pub, Gastropub",,,,"False","False",,,,,3,2,0,0,0,"English (5)","in rating","g658263-d10040498",,"Pub, Gastropub","Restaurants",5,0,0,"https://www.facebook.com/pages/Riverside-Pub/351858524891116","account_deleted",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g658263-d10541023","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Soffra']","Soffra","Unclaimed",4.5,"September 29, 2017","Razlog 2790 Bulgaria",41.88705,23.467216,"#8 of 20 Restaurants in Razlog","#8 of 20 Restaurants in Razlog",11,0,,,,"Breakfast, Lunch, Dinner, Brunch",,"Reservations, Seating, Wheelchair Accessible, Table Service","True","True",,,,,9,1,0,0,1,"English (9), French (1), Russian (1)","in rating","g658263-d10541023","$$ - $$$",,"Restaurants",9,2,0,"http://web.facebook.com/SoffraHouse/?fref=ts","account_exists","Soffra / Софра Разлог","September 14, 2017","Ето и нашето меню за този Петък, Събота и Неделя.","851 likes • 852 followers","Intro
Great Bulgarian cuisine made from top notch chefs and served by beautiful local ladies.
Page · Family Style Restaurant
Razlog, Bulgaria
+359 89 721 6666
Price Range · $$
Rating · 4.6 (63 Reviews)",2017,"facebook","online","True","True",4.6,63,852
"g658263-d12182193","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Terra Bar & Diner']","Terra Bar & Diner","Claimed",4,"February 1, 2020","Kulinoto 5 Pirin Resort, Razlog 2760 Bulgaria",41.85695,23.414085,"#10 of 20 Restaurants in Razlog","#6 of 7 European in Razlog",7,0,,"₪8 - ₪60","European","Drinks, Breakfast, Lunch, Dinner, Brunch, Late Night",,"Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi","True","True",,,,,4,2,0,0,1,"Greek (1), English (6)","in rating","g658263-d12182193","$$ - $$$","European","Restaurants",6,1,0,"http://terracomplex.com/en/section/3386/bar-and-diner","Terra Bar & Diner | Hotel Terra Complex Bansko offers for mountain and ski holidays","Hotel Terra Complex Bansko offers for mountain and ski holidays","nan",,,,0,"non-facebook","online","True","True",,,0
"g658263-d13337942","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Casa Di Papi']","Casa Di Papi","Unclaimed",4,"October 15, 2023","Ulitsa Sheynovo 7, Razlog 2760 Bulgaria",41.884842,23.465528,"#3 of 20 Restaurants in Razlog","#3 of 7 European in Razlog",87,0,,,"Italian, Barbecue, Eastern European, Pizza, European","Breakfast, Lunch, Dinner, Drinks","Vegetarian Friendly","Takeout, Reservations, Seating, Serves Alcohol, Table Service, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Family style, Non-smoking restaurants","False","True",40,35,40,,51,15,4,6,11,"Danish (1), Greek (10), Italian (3), Dutch (2), Hebrew (1), Russian (4), Turkish (1), English (65)","in rating","g658263-d13337942","$","Italian, Pizza, Barbecue","Restaurants",65,22,0,"http://bg-bg.facebook.com/pages/Casa-Di-Papi/592264607530438","account_exists","Mustafa Ati Dyrliovi is with Фатиме Бичкова at Casa Di Papi.","October 14 , 2023",,"Facebook is showing information to help you better understand the purpose of a Page. See actions taken by the people who manage and post content.","About
See all
7 Улица Шейново Razlog, Bulgaria
894 people like this
894 people follow this
4,723 people checked in here
+359 88 630 5020
Price range
  · $$
casadipapi@abv.bg
Pizza place",2023,"facebook","online","True","True",,,0
"g658263-d13966200","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Kancheto']","Kancheto","Unclaimed",4.5,"April 12, 2023","Ul. Mehomiya, Tsentar, Razlog 2760 Bulgaria",41.882496,23.470041,"#5 of 20 Restaurants in Razlog","#2 of 2 Bar in Razlog",14,0,,,"Bar, Barbecue, Greek","Lunch, Dinner",,"Seating, Table Service","False","True",40,45,40,,10,2,1,0,1,"Spanish (1), German (1), Greek (2), English (10)","in rating","g658263-d13966200","$","Bar, Barbecue, Greek","Restaurants",10,4,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
