"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g274946-d5262190","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Cukraren Eva Zilina']","Cukraren Eva Zilina","Claimed",4.5,"May 1, 2020","Hlinska 2592/14, Zilina 010 01 Slovakia",49.20996,18.73533,"#4 of 5 Desserts in Zilina","#4 of 5 Dessert in Zilina",10,0,,,"Cafe, Healthy","Lunch",,,"True","True",50,,50,,8,0,1,1,0,"Slovak (7), English (3)","in rating","g274946-d5262190","$$ - $$$","Dessert, Cafe, Healthy","Desserts",3,7,7,"http://www.cukraren-eva.com/","Domov | Cukráreň Eva Žilina",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g274946-d6539637","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Top Restaurant']","Top Restaurant","Unclaimed",5,"September 25, 2019","Prielohy, Zilina 010 01 Slovakia",49.19488,18.73933,"#12 of 85 Restaurants in Zilina","#1 of 5 French in Zilina",26,0,,,"European, French, International","Lunch, Dinner",,"Reservations, Seating, Wheelchair Accessible, Table Service","False","True",50,50,45,50,25,0,0,0,1,"English (11), Slovak (15)","in rating","g274946-d6539637","$$$$","French, International, European","Restaurants",11,15,15,"http://www.toprestaurant.sk/","TOP restaurant",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g274946-d7594454","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Bon Bon']","Bon Bon","Unclaimed",4.5,"February 19, 2019","Mariánske Námestie 54, Zilina 010 01 Slovakia",49.22311,18.73972,"#3 of 5 Coffee & Tea in Zilina","#3 of 5 Coffee & Tea in Zilina",13,0,,,"Cafe","Lunch, Dinner",,,"True","True",50,45,45,,9,3,0,0,1,"English (5), Slovak (6), Russian (1), Polish (1)","in rating","g274946-d7594454","$$ - $$$","Dessert, Cafe","Coffee & Tea",5,8,6,"http://facebook.com/labomboneria.sk/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g274946-d7709742","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Pilsen Restaurant']","Pilsen Restaurant","Unclaimed",4.5,"April 12, 2018","Jesenskeho 3 Malacky, Zilina 010 01 Slovakia",49.22136,18.734629,"#54 of 85 Restaurants in Zilina","#54 of 85 Restaurants in Zilina",4,0,,,"European, Central European",,,,"False","True",,,,,2,2,0,0,0,"Russian (1), English (3)","in rating","g274946-d7709742",,"European, Central European","Restaurants",3,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274946-d7927783","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Sushi Noodles']","Sushi Noodles","Unclaimed",3.5,"November 21, 2015","Namestie Andreja Hlinku 7B, Zilina 010 01 Slovakia",49.224373,18.74226,"#75 of 85 Restaurants in Zilina","#2 of 2 Sushi in Zilina",2,0,,,"Japanese, Sushi, Asian",,,,"False","True",,,,,0,1,1,0,0,"Czech (1), English (1)","in rating","g274946-d7927783",,"Japanese, Sushi, Asian","Restaurants",1,1,0,"http://www.sushi-point.cz/en/sushi-noodles-zilina.php","404 Not Found","Kobe | Steak Grill Sushi","nan",,,,0,"non-facebook","online","False","True",,,0
"g274946-d7929528","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Restaurant DIANA']","Restaurant DIANA","Claimed",4.5,"September 13, 2020","Straza 255, Zilina 013 04 Slovakia",49.22333,18.9076,"#4 of 85 Restaurants in Zilina","#4 of 27 European in Zilina",50,0,,"₪20 - ₪120","International, European, Central European","Dinner, Lunch, Brunch, Drinks",,"Reservations, Seating, Table Service","True","True",50,45,45,,37,10,1,1,1,"English (11), Polish (2), Slovak (22), Spanish (2), French (1), Dutch (1), Czech (4), Korean (1), Italian (3), Hungarian (1), German (2)","in rating","g274946-d7929528","$$ - $$$","International, European, Central European","Restaurants",11,39,22,"http://polovnickyhotel.sk","Hotel Diana - https://polovnickyhotel.sk/en/ - Accommodation","Hotel Diana - https://polovnickyhotel.sk/en/ - Accommodation","nan",,,,0,"non-facebook","online","True","True",,,0
"g274946-d8299375","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Sentami']","Sentami","Claimed",4.5,"November 2, 2018","Hlboka cesta 18, Zilina 010 01 Slovakia",49.21884,18.749153,"#19 of 85 Restaurants in Zilina","#19 of 85 Restaurants in Zilina",17,0,,,,"Lunch, Dinner",,,"True","True",50,45,50,,12,3,1,0,1,"English (4), Slovak (11), Czech (1), Spanish (1)","in rating","g274946-d8299375","$$ - $$$",,"Restaurants",4,13,11,"http://sentami.sk","Sentami | Rodinná reštaurácia v Žiline","Sentami | Rodinná reštaurácia v Žiline","nan",,,,0,"non-facebook","online","True","True",,,0
"g274946-d8527559","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Chef Restaurant & Bar']","Chef Restaurant & Bar","Claimed",4.5,"August 29, 2020","Narodna 4, Zilina 010 01 Slovakia",49.22545,18.742891,"#17 of 85 Restaurants in Zilina","#17 of 85 Restaurants in Zilina",22,0,,"₪17 - ₪55","French, International, European, Central European","Lunch, Dinner, Drinks",,"Takeout, Reservations, Outdoor Seating, Buffet, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Delivery, Accepts Credit Cards, Table Service, Dog Friendly, Non-smoking restaurants","True","True",50,50,50,,14,6,0,1,1,"English (5), Czech (1), Slovak (16)","in rating","g274946-d8527559","$$ - $$$","French, International, European","Restaurants",5,17,16,"http://www.chefrestaurant.sk","Chef - restaurant & bar","Chef - restaurant & bar","nan",,,,0,"non-facebook","online","True","True",,,0
"g274946-d8686528","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Cukraren Evellin']","Cukráreň Evellin","Claimed",5,"November 5, 2019","Na Brane 8665/4, Zilina 010 01 Slovakia",49.22186,18.74083,"#5 of 5 Desserts in Zilina","#5 of 5 Dessert in Zilina",6,0,,,,,,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards","True","True",,,,,6,0,0,0,0,"Russian (1), German (1), English (1), Slovak (3)","in rating","g274946-d8686528",,"Dessert","Desserts",1,5,3,"http://www.evellin.sk","Evellin |","Evellin |","nan",,,,0,"non-facebook","online","True","True",,,0
"g274946-d8693824","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Cafe Dias']","Cafe Dias","Unclaimed",4,"November 24, 2019","Velka okruzhna 59/A Aupark Shopping Center Zilina, Zilina 010 01 Slovakia",49.21973,18.7406,"#52 of 85 Restaurants in Zilina","#52 of 85 Restaurants in Zilina",9,0,,,,,,,"False","True",,,,,4,1,2,2,0,"English (2), Slovak (6), Russian (1)","in rating","g274946-d8693824","$$ - $$$",,"Restaurants",2,7,6,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274946-d8707505","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Don Mauro']","Don Mauro","Claimed",5,"July 7, 2020","ZOC Max Zilina, Prielohy 979/10 Level 2, Zilina 010 07 Slovakia",49.195873,18.744228,"#13 of 85 Restaurants in Zilina","#5 of 15 Italian in Zilina",16,0,,"₪13 - ₪30","Italian","Brunch, Drinks, Lunch, Dinner",,"Wheelchair Accessible, Takeout, Reservations, Seating, Parking Available, Free off-street parking, Highchairs Available, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi","True","True",50,50,50,,15,1,0,0,0,"English (5), Slovak (11)","in rating","g274946-d8707505","$$ - $$$","Italian","Restaurants",5,11,11,"http://www.donmauro.sk","Výborná talianská kuchyňa v srdci mesta Žilina","Výborná talianská kuchyňa v srdci mesta Žilina","nan",,,,0,"non-facebook","online","True","True",,,0
"g274946-d8769804","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Guinness Pub']","Guinness Pub","Unclaimed",4.5,"February 13, 2019","Marianske namestie 48/31, Zilina 010 01 Slovakia",49.22316,18.73998,"#31 of 85 Restaurants in Zilina","#3 of 5 Pub in Zilina",9,0,,,"Pub",,,,"False","True",,,,,6,2,1,0,0,"English (2), Russian (1), Italian (1), Czech (2), Slovak (3)","in rating","g274946-d8769804","$$ - $$$","Pub","Restaurants",2,7,3,"http://www.guinnesspub.sk","Guinness Pub | Mariánske námestie 31, Žilina","Guinness Pub | Mariánske námestie 31, Žilina","nan",,,,0,"non-facebook","online","True","True",,,0
"g274946-d949272","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Tratorka']","Tratorka","Claimed",4,"April 17, 2023","Jozefa Vuruma 145/5, Zilina 0101 Slovakia",49.22258,18.738958,"#8 of 85 Restaurants in Zilina","#8 of 85 Restaurants in Zilina",117,0,,,"Italian, Pizza, European, Central European","Lunch, Dinner, Breakfast, Drinks","Vegetarian Friendly","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Table Service, Highchairs Available, Wine and Beer, Playgrounds, Gift Cards Available","True","True",35,40,40,40,35,46,22,10,4,"Portuguese (1), German (8), Russian (2), Italian (7), Dutch (2), Polish (1), Czech (5), Japanese (1), Spanish (3), English (46), French (2), Slovak (40)","in rating","g274946-d949272","$$ - $$$","Italian, Pizza, European","Restaurants",46,72,40,"http://tratorka.byfoodies.sk","Domov - Tratorka by Foodies","Domov - Tratorka by Foodies","nan",,,,0,"non-facebook","online","True","True",,,0
"g274946-d949274","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Hotel Dubna Skala Restaurant']","Hotel Dubna Skala Restaurant - CLOSED","Unclaimed",3.5,"May 5, 2023","Hurbanova 345/8, Zilina 010 01 Slovakia",49.22528,18.73959,,,29,0,,,,,,,"False","True",40,40,35,,10,9,1,4,5,"Russian (1), German (1), Dutch (1), Slovak (8), English (13), Czech (1), Italian (1), Spanish (1), French (2)","closed","g274946-d949274",,,,13,16,8,"http://www.hoteldubnaskala.sk","Hotel Dubná Skala**** Žilina - Viac ako očakávate","Hotel Dubná Skala**** Žilina - Viac ako očakávate","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d10630780","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Tommys coffee & drinks']","Tommys coffee & drinks","Unclaimed",4.5,"July 29, 2020","Stocklova 19, Bardejov 085 01 Slovakia",49.293236,21.278008,"#2 of 5 Coffee & Tea in Bardejov","#2 of 5 Coffee & Tea in Bardejov",21,0,,,"European, Central European",,,,"False","True",,45,,,17,2,1,1,0,"Slovak (18), English (4)","in rating","g277805-d10630780",,"European, Central European","Coffee & Tea",4,18,18,"http://www.facebook.com/TommysBardejov/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g277805-d11876518","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Restaurant Bar Parada']","Restaurant Bar Parada","Unclaimed",2.5,"August 25, 2023","Radnicne Namestie 39, Bardejov 085 01 Slovakia",49.292507,21.27473,"#19 of 19 Restaurants in Bardejov","#2 of 2 Pizza in Bardejov",44,0,,,"Pizza, Diner","Dinner",,"Table Service, Seating","False","True",40,40,40,,7,9,5,3,20,"German (1), Dutch (1), English (14), Slovak (15), Polish (9), Spanish (1), French (3)","in rating","g277805-d11876518","$","Pizza, Diner","Restaurants",14,30,15,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277805-d11954987","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Cukraren Babicka']","Cukraren Babicka","Unclaimed",3.5,"July 11, 2020","Radnicne Namestie 41/41, Bardejov 085 01 Slovakia",49.29266,21.27516,"#5 of 5 Coffee & Tea in Bardejov","#5 of 5 Coffee & Tea in Bardejov",20,0,,,,,,,"False","False",45,40,45,,3,10,1,2,4,"Slovak (6), Polish (6), Czech (1), English (7)","in rating","g277805-d11954987","$",,"Coffee & Tea",7,13,6,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277805-d12099413","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Hotel Artin - Restaurant']","Hotel Artin - Restaurant","Claimed",3.5,"January 30, 2020","Fucikova 25, Bardejov 08501 Slovakia",49.29603,21.27146,"#9 of 19 Restaurants in Bardejov","#5 of 12 European in Bardejov",3,0,,,"European",,,,"False","True",,,,,1,1,0,1,0,"Russian (1), Czech (1), Slovak (1), English","in rating","g277805-d12099413",,"European","Restaurants",0,3,1,"http://www.hotelartin.sk/stravovanie/","Stránka nebola nájdená - Hotel ARTIN Bardejov","Domov - Hotel ARTIN Bardejov","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d12495437",,,,,,,,,,,0,0,,,,,,,"False","False",,,,,,,,,,,"redirect",,,,,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277805-d12789951","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Cullinar coffe']","Cullinar coffe","Unclaimed",4,"August 5, 2022","Radnicne namestie 35, Bardejov Slovakia",49.29213,21.27523,"#7 of 19 Restaurants in Bardejov","#7 of 19 Restaurants in Bardejov",3,0,,,,,,,"False","False",,,,,0,3,0,0,0,"French (1), Polish (1), Czech (1), English","in rating","g277805-d12789951",,,"Restaurants",0,3,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277805-d13143778","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Restauracia Dolina']","Restauracia Dolina","Claimed",4.5,"November 1, 2019","Pod Vinbargom 2649, Bardejov 08501 Slovakia",49.303463,21.27529,"#4 of 19 Restaurants in Bardejov","#4 of 12 European in Bardejov",4,0,,,"European","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",,,"True","True",,,,,2,2,0,0,0,"English (2), Slovak (2)","in rating","g277805-d13143778","$","European","Restaurants",2,2,2,"http://www.dolinabj.sk",,,"nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g277805-d13219464","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Familia Ristorante']","Familia Ristorante","Claimed",4.5,"September 25, 2023","Slovenska 8, Bardejov 08 501 Slovakia",49.29831,21.280733,"#1 of 19 Restaurants in Bardejov","#1 of 5 Central European in Bardejov",35,0,,"₪16 - ₪60","European, Central European","Lunch, Dinner, Drinks",,"Seating, Accepts Credit Cards, Table Service, Delivery, Takeout, Reservations, Outdoor Seating, Parking Available, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Family style, Non-smoking restaurants, Gift Cards Available","True","True",50,50,45,,30,3,0,0,2,"Portuguese (1), Polish (4), English (5), Slovak (24), Korean (1)","in rating","g277805-d13219464","$$ - $$$","European, Central European","Restaurants",5,30,24,"http://www.familiaristorante.sk/","Tradičná Talianska Pizza, Slovenská a Česká Kuchyňa | Familia Ristorante",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g277805-d13355307","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Sabaraca Salas']","Sabaraca Salas","Unclaimed",3.5,"June 26, 2022","Štefánikova 2799, Bardejov 085 01 Slovakia",49.29361,21.25085,"#14 of 19 Restaurants in Bardejov","#9 of 12 European in Bardejov",13,0,,,"European",,,,"False","True",,,,,6,1,1,1,4,"English (2), Slovak (9), Russian (2)","in rating","g277805-d13355307","$$ - $$$","European","Restaurants",2,11,9,"http://www.sabaraca.sk/pub/rezervacie-a-kontakty","Stránka nenájdená – Sabaraca","Sabaraca – Ľudové jedlá za ľudové ceny","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d13986016","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Kaviaren Tvoj Den - coffee & cake']","Kaviaren Tvoj Den - coffee & cake","Unclaimed",4.5,"October 7, 2023","Dlhy rad 7 Byvaly Klub podnikatelov, Bardejov 08501 Slovakia",49.29469,21.278236,"#3 of 5 Coffee & Tea in Bardejov","#3 of 5 Coffee & Tea in Bardejov",10,0,,"₪21 - ₪42","French, Bar, British",,,,"False","True",,,,,8,1,0,1,0,"English (4), Slovak (4), Czech (1), Hungarian (1)","in rating","g277805-d13986016","$","Dessert, French, Bar","Coffee & Tea",4,6,4,"https://www.facebook.com/Kaviare%C5%88-Tvoj-De%C5%88-coffee-cake-564772530349653/?ref=br_rs","account_exists","Kaviareň Tvoj Deň - coffee & cake","October, 2023",,"6.5K likes • 6.7K followers","Intro
Kaviareň spojené s Bistrom
Page · Coffee shop
Františkánska ulica , Bardejov, Slovakia
+421 948 312 333
info@fmcatering.sk
Open now
In-store pickup
Price Range · $$",2023,"facebook","online","True","True",,,6700
"g277805-d14961132","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'R66 - Autokomplex Bardejov - Kaviaren & Umyvaren aut']","R66 - Autokomplex Bardejov - Kaviareň & Umyvareň áut","Claimed",4,"August 25, 2020","Priemyselná 4165 R 66 sro, Bardejov 08501 Slovakia",49.30545,21.29712,"#12 of 19 Restaurants in Bardejov","#3 of 3 Cafe in Bardejov",1,0,,,"Cafe","Breakfast, Lunch, Dinner",,,"True","True",,,,,0,1,0,0,0,"English (1)","in rating","g277805-d14961132","$","Cafe","Restaurants",1,0,0,"http://autokomplexbardejov.sk/","R66 Bardejov",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g277805-d15033250","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Alibaba Kebab']","Alibaba Kebab","Unclaimed",4.5,"July 10, 2019","Klastorska 21, Bardejov 085 01 Slovakia",49.29266,21.27364,"#5 of 19 Restaurants in Bardejov","#5 of 19 Restaurants in Bardejov",3,0,,,,"Lunch, Dinner",,,"True","True",,,,,2,1,0,0,0,"English, Slovak (2), Russian (1)","in rating","g277805-d15033250",,,"Restaurants",0,3,2,"https://www.facebook.com/Alibaba-Kebab-Bardejov-446562468700990/","account_exists","Alibaba Doner Kebab Donáška","October 11 , 2023","Prijmeme do nášho tímu kolegu na rozvoz.
Viac Info osobný pohovor
Životopisy zasielajte na
alibabakebabbj@gmail.com","2.9K likes • 3K followers","Intro
Sme tu pre vás od roku 2012 zaoberáme sa hlavne predajom kebabu. U nás máte zaručenú každoden
Page · Fast food restaurant
Bardejovská Zábava 1914, Bardejov, Slovakia
+421 901 707 505
alibabakebabbj@gmail.com
Alibaba doner kebab Bardejov
alibabadonerkebab.eu
Open now
Delivery · Contactless delivery · Takeout…
Price Range · $$
Rating · 4.2 (87 Reviews)",2023,"facebook","online","True","True",4.2,87,3000
"g277805-d15099391","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Arkada']","Arkada","Unclaimed",3.5,"May 3, 2019","Tacevska 1639/38A, Bardejov 08501 Slovakia",49.28433,21.26759,"#13 of 19 Restaurants in Bardejov","#8 of 12 European in Bardejov",2,0,,,"European",,,,"False","True",,,,,1,0,0,1,0,"English, Slovak (2)","in rating","g277805-d15099391",,"European","Restaurants",0,2,2,"http://www.petramont.sk/arkada","Reštaurácia Arkáda Bardejov – Reštaurácia Arkáda Bardejov","Petramont s.r.o. agentura práce","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d15311598","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Cafe france']","Cafe france","Claimed",5,"July 22, 2019","Stefanikova 3957 HM Tesco HM Tesco, Bardejov 08501 Slovakia",49.29436,21.26569,"#8 of 19 Restaurants in Bardejov","#2 of 3 Cafe in Bardejov",1,0,,,"Cafe","Breakfast, Drinks",,,"True","True",,,,,1,0,0,0,0,"Slovak (1), English","in rating","g277805-d15311598","$","Cafe","Restaurants",0,1,1,"http://www.cafefrance.sk/","Cafe France najlepšia káva",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g277805-d17323141","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Sportcentrum Bardejov - Restauracia Kurty']","Sportcentrum Bardejov - Reštaurácia Kurty","Claimed",2.5,"July 26, 2023","Kutuzovova 3828, Bardejov 08501 Slovakia",49.298912,21.26987,"#17 of 19 Restaurants in Bardejov","#1 of 1 Barbecue in Bardejov",4,0,,"₪13 - ₪81","International, Barbecue, European, Soups, Central European","Lunch, Dinner, Drinks",,"Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards","True","True",,,,,1,0,0,1,2,"English (1), Slovak (3)","in rating","g277805-d17323141","$$ - $$$","International, Barbecue, European","Restaurants",1,3,3,"http://www.sportcentrumbj.sk","Reštaurácia Kurty - Športcentrum Bardejov","Reštaurácia Kurty - Športcentrum Bardejov","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d17425591","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Secret cafe']","Secret cafe","Claimed",5,"July 15, 2020","Rhodyho 4220, Bardejov 08501 Slovakia",49.29059,21.275482,"#3 of 19 Restaurants in Bardejov","#1 of 3 Cafe in Bardejov",5,0,,,"Cafe","Late Night, Drinks",,"Outdoor Seating, Table Service, Takeout, Reservations, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Live Music, BYOB, Playgrounds, Dog Friendly, Family style","True","True",,,,,5,0,0,0,0,"Slovak (4), English (1)","in rating","g277805-d17425591","$$ - $$$","Cafe","Restaurants",1,4,4,"http://www.secretcafe.sk","Secret Cafe Bardejov","Secret Cafe Bardejov","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d17791360","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Pizzeria Francesco']","Pizzeria Francesco","Unclaimed",5,"August 4, 2020","Radnicne namestie 32/A, Bardejov 08501 Slovakia",49.29221,21.27519,"#6 of 19 Restaurants in Bardejov","#1 of 1 Italian in Bardejov",2,0,,,"Italian","Lunch, Dinner",,,"True","True",,,,,2,0,0,0,0,"Slovak (1), English (1)","in rating","g277805-d17791360",,"Italian","Restaurants",1,1,1,"http://www.pizzeriafrancesco.sk","Pizzeria Francesco Bardejov - Objednať a zaplatiť online - Pizzeria Francesco Bardejov","Pizzeria Francesco Bardejov - Objednať a zaplatiť online - Pizzeria Francesco Bardejov","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d19813343","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Network Cafe - Brunch & Snack']","Network Cafe - Brunch & Snack","Claimed",4.5,"September 18, 2021","Dlhy rad 1423/7, Bardejov 085 01 Slovakia",49.294632,21.278301,"#1 of 5 Coffee & Tea in Bardejov","#1 of 5 Coffee & Tea in Bardejov",18,0,,,"International, European, British, Central European","Breakfast, Lunch, Brunch, Drinks",,"Reservations, Seating, Free off-street parking, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Family style","True","True",,50,45,,16,1,0,0,1,"Polish (4), Slovak (6), English (6), German (2)","in rating","g277805-d19813343","$","International, European, British","Coffee & Tea",6,12,6,"http://networkcafe.sk","Kaviareň v Bardejove: lahodné kávy 👍 pre kávových labužníkov","Kaviareň v Bardejove: lahodné kávy 👍 pre kávových labužníkov","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d20348468","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Radnicna pivnica']","Radnicna pivnica","Claimed",2,"September 17, 2020","Radnicne namestie 21, Bardejov 08501 Slovakia",49.29189,21.27653,"#18 of 19 Restaurants in Bardejov","#1 of 2 Diner in Bardejov",4,0,,"₪17 - ₪64","European, Diner, International, Eastern European, Central European","Lunch, Dinner, Brunch, Drinks",,"Outdoor Seating, Private Dining, Seating, Television, Highchairs Available, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Table Service, Family style, Non-smoking restaurants","True","True",,,,,0,0,1,1,2,"English, Czech (1), Slovak (3)","in rating","g277805-d20348468","$$ - $$$","International, European, Diner","Restaurants",0,4,3,"http://www.radnicnapivnica.sk/","failed_to_access",,"nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g277805-d21005133","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Pivaren Finder']","Piváreň Finder","Claimed",1,"August 28, 2020","Slovenská 8, Bardejov 085 01 Slovakia",49.29814,21.280499,"#16 of 19 Restaurants in Bardejov","#1 of 1 Beer restaurants in Bardejov",1,0,,"₪13 - ₪85","Pizza, European, Pub, Beer restaurants","Breakfast, Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Seating, Street Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Table Service, Dog Friendly, Sports bars","True","True",,,,,0,0,0,0,1,"Slovak (1), English","in rating","g277805-d21005133","$$ - $$$","Pizza, European, Pub","Restaurants",0,1,1,"http://www.finderpivaren.sk/index","Piváreň – Piváreň Finder","Piváreň Finder","nan",,,,0,"non-facebook","online","True","True",,,0
"g277805-d21245402","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Pho Co Hanoi']","Pho Co Hanoi","Unclaimed",4.5,"September 30, 2023","Štefánikova 682/4, Bardejov 08501 Slovakia",49.29493,21.26875,"#2 of 19 Restaurants in Bardejov","#1 of 1 Vietnamese in Bardejov",8,0,,,"Vietnamese","Lunch, Dinner",,,"True","False",,,,,6,1,1,0,0,"English (2), German (1), Slovak (4), Czech (1)","in rating","g277805-d21245402",,"Vietnamese","Restaurants",2,6,4,"http://www.phoco.sk","Pho-co Hanoi | Len kvalitné jedlá","Pho-co Hanoi | Len kvalitné jedlá","nan",,,,0,"non-facebook","online","True","True",,,0
