id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers
g445040-d13547958,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Pasha Turkish Kebabs & Pizza House']",Pasha Turkish Kebabs & Pizza House,Unclaimed,3.0,"July 22, 2021","26 Castle Street, Lisburn BT27 4XD Northern Ireland",54.51169,-6.04173,#62 of 74 Restaurants in Lisburn,#6 of 10 Pizza in Lisburn,6,0,0,,"Pizza, Fast Food, Mediterranean, Turkish",Dinner,,,True,True,,,,,0,4,0.0,1.0,1.0,English (6),g445040-d13547958,in rating,,"Pizza, Fast Food, Mediterranean, Turkish",6,0,6,Restaurants,http://www.pashalisburn.co.uk/#1,nan,,nan,0,non-facebook,online,,,0
g445040-d13808376,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'The Golden Taste Chinese']",The Golden Taste Chinese,Unclaimed,3.0,"May 14, 2022","1 Knockmore Square, Lisburn BT28 1SZ Northern Ireland",54.50809,-6.07044,#63 of 74 Restaurants in Lisburn,#7 of 8 Chinese in Lisburn,4,0,0,,Chinese,,,,False,True,,,,,2,0,0.0,0.0,2.0,English (4),g445040-d13808376,in rating,$,Chinese,4,0,4,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g445040-d13827414,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', ""Sam's Traditional Fish and Chips""]",Sam's Traditional Fish and Chips - CLOSED,Unclaimed,5.0,"November 26, 2022","25 Sloan Street, Lisburn BT27 5AG Northern Ireland",54.50963,-6.03649,,,4,0,0,,Fast Food,"Lunch, Dinner",,,False,True,,,,,3,1,0.0,0.0,0.0,English (4),g445040-d13827414,closed,,Fast Food,4,0,4,,https://www.facebook.com/Samsfishchips/,nan,,nan,0,facebook,unavailable,,,0
g445040-d13994926,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Mr.Thoms']",Mr.Thoms,Unclaimed,4.0,"July 21, 2023","2A Tonagh Drive, Lisburn BT28 1DY Northern Ireland",54.50949,-6.057678,#36 of 74 Restaurants in Lisburn,#3 of 5 Diner in Lisburn,13,0,0,,"Fast Food, Diner","Lunch, Dinner",,Seating,True,True,,,,,6,5,0.0,1.0,1.0,English (13),g445040-d13994926,in rating,,"Fast Food, Diner",13,0,13,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g445040-d14006103,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Burger King']",Burger King,Unclaimed,2.0,"July 25, 2022","Food Court Bow Street Mall Bow Street Bow Street Mall, Lisburn BT28 1BJ Northern Ireland",54.51279,-6.050576,#70 of 74 Restaurants in Lisburn,#20 of 24 Fast Food in Lisburn,3,0,0,,Fast Food,"Breakfast, Lunch, Dinner",,,True,True,,,,,0,1,0.0,0.0,2.0,English (3),g445040-d14006103,in rating,,Fast Food,3,0,3,Restaurants,https://locations.burgerking.co.uk/lisburn/bow-fc-bow-street-mall-unit-b,nan,,nan,0,non-facebook,online,,,0
g445040-d14012787,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'The Vegan Rocket']",The Vegan Rocket,Claimed,5.0,"September 1, 2018","Penny Square, Haslem's Lane, Lisburn BT28 1TW Northern Ireland",54.510967,-6.046514,#40 of 74 Restaurants in Lisburn,#3 of 3 Healthy in Lisburn,4,0,0,,Healthy,"Breakfast, Lunch, Dinner, Brunch, Late Night",,,True,True,,,,,4,0,0.0,0.0,0.0,English (4),g445040-d14012787,in rating,$$ - $$$,Healthy,4,0,4,Restaurants,http://www.facebook.com/theveganrocket/,"October, 2023","Who said being vegan is expensive. 
Lazy monday pasta and meatballs
Lidl vegan meatballs £1.69
Red lasagne sauce £0.88
Bag of pasta £0.77… See more","Intro
The Vegan Rocket is Lisburns first 100% Vegan Cafe, Bakery and wholesaler offering cakes, traybakes,
Page · Vegetarian/Vegan Restaurant
+44 7871 982736
In-store pickup
Price Range · $$
Rating · 4.8 (86 Reviews)",2023,facebook,online,4.8,86,2800
g445040-d14140351,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Efes']",Efes,Unclaimed,4.5,"August 6, 2019","81 Sloan Street, Lisburn BT27 5AG Northern Ireland",54.50919,-6.03418,#49 of 74 Restaurants in Lisburn,#7 of 7 Italian in Lisburn,2,0,0,,"Italian, Turkish",,,,False,True,,,,,1,1,0.0,0.0,0.0,English (2),g445040-d14140351,in rating,,"Italian, Turkish",2,0,2,Restaurants,https://www.facebook.com/EfesLisburn/,,no_posts,"About
See all
FREE PHONE 02 - 02 07563959551 or 02892 667437
TRY OUR DELICIOUS PIZZA'S & KEBABS
LOOK AT OUR MEAL DEALS
We were the first Kebab shop in Finaghy in 1999 also named Efes.
We've another shop called Bodrum Pizza house in 30a Main street Crumlin Bt24
It's b… See more
0 people follow this
+44 28 9266 7437
some@email.com
Price range
  · $
Pizza place · Fast food restaurant · British Restaurant",0,facebook,online,,,0
g445040-d14196359,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Taste’A']",Taste’A,Unclaimed,4.0,"October 12, 2019","97-99 Knockmore Road Unit 4, Lisburn BT28 2EA Northern Ireland",54.51791,-6.07844,#47 of 74 Restaurants in Lisburn,#23 of 37 British in Lisburn,7,0,0,,British,,,,False,True,,,,,4,1,1.0,0.0,1.0,English (7),g445040-d14196359,in rating,$,British,7,0,7,Restaurants,https://www.facebook.com/tastealisburn/,,no_posts,nan,0,facebook,online,,,0
g445040-d14789205,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Ground Espresso Bars']",Ground Espresso Bars,Unclaimed,4.0,"August 8, 2023","1 Lagan Bank Road Lagan Bank Lagan, Bank Retail Park, Lisburn BT28 1XZ Northern Ireland",54.5092,-6.04112,#3 of 21 Quick Bites in Lisburn,#3 of 21 Quick Bites in Lisburn,20,0,0,,Cafe,"Breakfast, Lunch",,"Takeout, Seating",True,True,,,,,10,3,5.0,1.0,1.0,English (20),g445040-d14789205,in rating,$$ - $$$,"Quick Bites, Cafe",20,0,20,Quick Bites,https://groundcoffee.net/,nan,,nan,0,non-facebook,online,,,0
g445040-d15814216,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Blaze Grill']",Blaze Grill,Unclaimed,3.0,"July 17, 2022","12 Governors Road Lisburn Bowl, Lisburn BT28 1QX Northern Ireland",54.50783,-6.04991,#67 of 74 Restaurants in Lisburn,#7 of 10 Pizza in Lisburn,11,0,0,,"British, Pizza",Dinner,,,False,False,,,,,4,0,1.0,2.0,4.0,English (11),g445040-d15814216,in rating,,"Pizza, British",11,0,11,Restaurants,https://www.lisburnbowl.co.uk/food-drink/,nan,,nan,0,non-facebook,online,,,0
g445040-d15865070,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Tesco Cafe']",Tesco Cafe,Unclaimed,4.5,"April 22, 2022","Bentrim Rd, Lisburn BT28 2GB Northern Ireland",54.51483,-6.057899,#48 of 74 Restaurants in Lisburn,#48 of 74 Restaurants in Lisburn,2,0,0,,,"Breakfast, Lunch, Dinner",,,True,True,,,,,1,1,0.0,0.0,0.0,English (2),g445040-d15865070,in rating,,,2,0,2,Restaurants,https://www.tesco.com/store-locator/lisburn/bentrim-rd/cafe?sc_cmp=ref*yg*stc*2840&utm_source=yext_extnet&utm_campaign=local_cafe_NI&utm_medium=referral,nan,,nan,0,non-facebook,unavailable,,,0
g445040-d17157919,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'The Baked Potato']",The Baked Potato,Unclaimed,3.0,"October 16, 2023","5A Knockmore Square, Lisburn BT28 1SZ Northern Ireland",54.50824,-6.0698,#51 of 74 Restaurants in Lisburn,#51 of 74 Restaurants in Lisburn,15,0,0,,Cafe,"Lunch, Breakfast",,Seating,False,True,35.0,30.0,35.0,,6,2,1.0,2.0,4.0,English (15),g445040-d17157919,in rating,$$ - $$$,"Quick Bites, Cafe",15,0,15,Restaurants,http://www.bakedpotato.cafe/,nan,,nan,0,non-facebook,online,,,0
g445040-d17340241,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Money Tree Thai Kitchen']",Money Tree Thai Kitchen,Unclaimed,4.5,"January 23, 2022","128 Longstone Street, Lisburn BT28 1TR Northern Ireland",54.509487,-6.056911,#31 of 74 Restaurants in Lisburn,#1 of 2 Thai in Lisburn,8,0,0,,"Asian, Thai",,,,False,True,,,,,3,5,0.0,0.0,0.0,English (8),g445040-d17340241,in rating,,"Asian, Thai",8,0,8,Restaurants,https://www.facebook.com/pages/category/Restaurant/Money-Tree-Thai-Kitchen-1933472540297511/,"August 21, 2023",Dinner plan for tonight? We are open tonight from 5pm to 9pm call in for Dinner ,"Intro
Thai takeaways
Page · Thai Restaurant
128 Longstone Street, Lisburn, United Kingdom
+44 28 9210 6161
some@email.com
Closing Soon
Price Range · $$
Rating · 4.7 (81 Reviews)",2023,facebook,online,4.7,81,1100
g445040-d17526893,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Four Star Pizza']",Four Star Pizza,Unclaimed,2.5,"March 31, 2023","Nettlehill Road Unit 2 Boomers Way, Lisburn Northern Ireland",54.58213,-5.94691,#73 of 74 Restaurants in Lisburn,#73 of 74 Restaurants in Lisburn,7,0,0,,Pizza,"Lunch, Dinner",,,True,True,,,,,2,0,0.0,1.0,4.0,English (7),g445040-d17526893,in rating,$$$$,Pizza,7,0,7,Restaurants,https://fourstarpizza.co.uk/store/lisburn/,nan,,nan,0,non-facebook,online,,,0
g445040-d17562004,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'On A Roll']",On A Roll,Unclaimed,4.5,"December 10, 2021","68 Old Hillsborough Road, Lisburn Northern Ireland",54.50625,-6.04772,#28 of 74 Restaurants in Lisburn,#28 of 74 Restaurants in Lisburn,7,0,0,,,"Breakfast, Lunch",,,True,True,,,,,5,1,1.0,0.0,0.0,English (7),g445040-d17562004,in rating,,,7,0,7,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g445040-d17782173,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Wallace & Donut']",Wallace & Donut,Unclaimed,5.0,"August 10, 2023","45 Seymour Street, Lisburn BT27 4SY Northern Ireland",54.51444,-6.03713,#16 of 74 Restaurants in Lisburn,#6 of 29 Cafe in Lisburn,17,0,0,₪10 - ₪49,"Irish, British, Cafe","Breakfast, Lunch",,Seating,True,True,50.0,50.0,50.0,,15,2,0.0,0.0,0.0,English (17),g445040-d17782173,in rating,$,"Irish, Cafe, British",17,0,17,Restaurants,https://www.facebook.com/Wallace-Donut-2188299061252934/,"October, 2023","A Selection Of Halloween  Ghouls  & Ghosts  
                                      £25","Intro
LISBURNS BEST KEPT SECRET �
Page · Coffee shop
45 Seymour Street, Lisburn, United Kingdom
Closed now
In-store pickup
Price Range · $
Rating · 4.9 (110 Reviews)",2023,facebook,online,4.9,110,3700
g445040-d17835539,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Fifty8']",Fifty8,Unclaimed,4.5,"January 21, 2020","58 Antrim Street, Lisburn BT28 1AU Northern Ireland",54.51283,-6.04865,#45 of 74 Restaurants in Lisburn,#18 of 29 Cafe in Lisburn,3,0,0,,Cafe,,,,False,False,,,,,2,1,0.0,0.0,0.0,English (3),g445040-d17835539,in rating,,Cafe,3,0,3,Restaurants,https://www.facebook.com/fifty8-320854378836968/,nan,,nan,0,facebook,unavailable,,,0
g445040-d1811366,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Pizzarellys']",Pizzarellys,Claimed,4.0,"October 16, 2023","10 Bachelors Walk, Lisburn BT28 1XJ Northern Ireland",54.513332,-6.045826,#15 of 74 Restaurants in Lisburn,#15 of 74 Restaurants in Lisburn,261,0,0,,"Italian, Pizza, British","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service, BYOB",True,True,35.0,40.0,40.0,35.0,115,58,27.0,31.0,30.0,English (261),g445040-d1811366,in rating,$$ - $$$,"Italian, Pizza, British",261,0,261,Restaurants,https://www.facebook.com/pizzarellys.lisburn.1/,"October, 2023"," Take Away & Delivery is Available Today 
 Any 11"" Pizza, Choice of Side & Onion Rings only £14 
Delivery starts 5pm 
 … See more","Intro
Restaurant in Lisburn City Centre with bring your own bottle!
Page · Restaurant
10 Bachelors Walk, Lisburn, United Kingdom
+44 28 9267 1980
Closed now
Price Range · $$
Rating · 4.4 (633 Reviews)",2023,facebook,online,4.4,633,9800
g445040-d18341361,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Kebab House']",Kebab House,Unclaimed,3.0,"December 26, 2021","35 Longstone Street, Lisburn BT28 1TP Northern Ireland",54.51003,-6.05314,#64 of 74 Restaurants in Lisburn,#16 of 24 Fast Food in Lisburn,4,0,0,,Fast Food,Dinner,,,True,True,,,,,1,1,0.0,1.0,1.0,English (4),g445040-d18341361,in rating,,Fast Food,4,0,4,Restaurants,https://kebabhouse-takeaway.co.uk/,nan,,nan,0,non-facebook,online,,,0
g445040-d1945561,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'The Tap Room at Hilden Brewery']",The Tap Room at Hilden Brewery,Claimed,4.0,"September 28, 2023","Hilden House Grand Street, Lisburn BT27 4TY Northern Ireland",54.52031,-6.025793,#7 of 74 Restaurants in Lisburn,#5 of 37 British in Lisburn,202,0,0,₪19 - ₪102,"Bar, British, Irish, Brew Pub, Contemporary","Lunch, Dinner, Late Night","Vegetarian Friendly, Gluten Free Options","Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Accepts Credit Cards, Table Service, Private Dining",True,True,40.0,40.0,40.0,40.0,114,41,20.0,12.0,15.0,"English (201), Dutch (1)",g445040-d1945561,in rating,$$ - $$$,"Irish, Brew Pub, Bar",201,1,201,Restaurants,http://www.taproomhilden.com,nan,,nan,0,non-facebook,online,,,0
g445040-d19519615,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Courtyard Cafe']",Courtyard Cafe,Unclaimed,4.0,"November 27, 2019","39 seymour street, Lisburn, Lisburn BT27 4SY Northern Ireland",54.51413,-6.03749,#56 of 74 Restaurants in Lisburn,#56 of 74 Restaurants in Lisburn,1,0,0,,,,,,False,True,,,,,0,1,0.0,0.0,0.0,English (1),g445040-d19519615,in rating,,,1,0,1,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g445040-d19617412,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Cafe Nook']",Cafe Nook,Unclaimed,3.0,"October 8, 2023","12 Market Square North Above Jeffers Bakery, Lisburn BT28 1AF Northern Ireland",54.51152,-6.04376,#68 of 74 Restaurants in Lisburn,#68 of 74 Restaurants in Lisburn,9,0,0,,,,,,False,True,,,,,2,2,1.0,0.0,4.0,English (9),g445040-d19617412,in rating,,,9,0,9,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g445040-d20045372,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'The Drumlins Restaurant']",The Drumlins Restaurant,Claimed,5.0,"April 10, 2023","60 Church Road Temple Golf Club, Lisburn BT27 6UP Northern Ireland",54.465992,-5.905772,#21 of 74 Restaurants in Lisburn,#5 of 8 Irish in Lisburn,10,0,0,₪24 - ₪92,Irish,"Breakfast, Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants, Gift Cards Available",True,True,50.0,50.0,50.0,,9,1,0.0,0.0,0.0,English (10),g445040-d20045372,in rating,$$ - $$$,Irish,10,0,10,Restaurants,http://www.templegolf.com,nan,,nan,0,non-facebook,online,,,0
g445040-d20120511,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', '2nd Avenue Cafe']",2nd Avenue Cafe,Unclaimed,5.0,"September 8, 2022","54 Antrim Street, Lisburn BT28 1AU Northern Ireland",54.51257,-6.048377,#5 of 9 Coffee & Tea in Lisburn,#5 of 9 Coffee & Tea in Lisburn,8,0,0,,Cafe,,,,False,True,,,,,7,1,0.0,0.0,0.0,English (8),g445040-d20120511,in rating,$,Cafe,8,0,8,Coffee & Tea,https://www.facebook.com/2ndAveCafe/,"October 14 , 2023","What a lovely little autumnal breakfast. Get out enjoy the autumn sun 
  when you can. Available all-day to 15.00h. These topped choc chip cookies 
 wow. 
Call the store and order a box of these delightful treats. Kinder - twirl - smarties - wispa gold.  To name a few.","Intro
Artisan coffee and food
Page · Cafe
+44 28 9260 4055
some@email.com
Www.steppingstonesni.com
Closed now
Curbside pickup · In-store pickup
Price Range · $$
Rating · 4.7 (32 Reviews)",2023,facebook,online,4.7,32,909
g445040-d20243892,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Subway']",Subway,Unclaimed,,,"Sandy Lane/B103, Hill Hall Rd Applegreen Motorway Svc Area, Lisburn BT27 5TL Northern Ireland",54.52588,-6.002426,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,True,True,,,,,0,0,0.0,0.0,0.0,,g445040-d20243892,in rating,,,0,0,0,,https://restaurants.subway.com/united-kingdom/ni/lisburn/m1-southbound-tullynacross?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=66637&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjk2NjctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g445040-d20273244,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Subway']",Subway - CLOSED,Unclaimed,,,"Service Station 1-3 Saintfield Road Aka 1 Mercer Street, Lisburn BT27 5BA Northern Ireland",54.50878,-6.032805,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,False,True,,,,,0,0,0.0,0.0,0.0,,g445040-d20273244,closed,,,0,0,0,,https://restaurants.subway.com/united-kingdom/ni/lisburn/1-mercer-st?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=44788&utm_campaign=evergreen-2020&y_source=1_MTQ5MjYwMDctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g445040-d20302207,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Subway']",Subway - CLOSED,Unclaimed,,,"Spar Queensway, Lambeg Lambeg, Lisburn BT27 4QN Northern Ireland",54.527786,-6.031207,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,False,True,,,,,0,0,0.0,0.0,0.0,,g445040-d20302207,closed,,,0,0,0,,https://restaurants.subway.com/united-kingdom/ni/lisburn/spar-queensway-lambeg?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=44021&utm_campaign=evergreen-2020&y_source=1_MTQ5MjcwNjYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g445040-d20302642,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Subway']",Subway - CLOSED,Unclaimed,,,"10B Lisburn Leisure Park Lagan Valley Leisureplex, Lisburn BT28 1LP Northern Ireland",54.50695,-6.050548,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,False,True,,,,,0,0,0.0,0.0,0.0,,g445040-d20302642,closed,,,0,0,0,,https://restaurants.subway.com/united-kingdom/ni/lisburn/unit-10-lisburn-leisure-park-governors-rd?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=40528&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjc3OTQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g445040-d2067298,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Cafe Vic-Ryn']",Cafe Vic-Ryn,Claimed,4.0,"September 28, 2023","Moira Road, Lisburn BT28 2RE Northern Ireland",54.50204,-6.10287,#1 of 21 Quick Bites in Lisburn,#1 of 21 Quick Bites in Lisburn,302,0,0,₪24 - ₪49,"Cafe, British","Breakfast, Lunch, Dinner, Brunch","Vegan Options, Vegetarian Friendly, Gluten Free Options","Takeout, Buffet, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Cash Only, Free off-street parking, Accepts Credit Cards",True,True,40.0,40.0,35.0,35.0,131,83,43.0,28.0,17.0,"Spanish (1), Italian (1), English (300)",g445040-d2067298,in rating,$$ - $$$,"Quick Bites, Cafe, British",300,2,300,Quick Bites,http://www.cafevicryn.co.uk,nan,,nan,0,non-facebook,online,,,0
g445040-d2072344,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Square Bistro']",Square Bistro,Claimed,4.5,"October 2, 2023","18 Lisburn Square, Lisburn BT28 1TS Northern Ireland",54.510124,-6.047375,#2 of 74 Restaurants in Lisburn,#2 of 74 Restaurants in Lisburn,855,1,0,₪24 - ₪97,"European, British","Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Reservations, Seating, Accepts Credit Cards, Table Service",True,True,50.0,50.0,45.0,45.0,686,130,20.0,16.0,3.0,"English (851), Italian (1), French (2), Portuguese (1)",g445040-d2072344,in rating,$$ - $$$,"European, British, Vegetarian Friendly",851,4,851,Restaurants,http://www.squarebistro.co.uk,nan,,nan,0,non-facebook,online,,,0
g445040-d20860899,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', ""Pepe's Piri Piri Lisburn""]",Pepe's Piri Piri Lisburn,Unclaimed,4.0,"July 8, 2022","Unit Governors Rd Bt28 1LP Lisburn Leisure Park, Lisburn BT28 1LP Northern Ireland",54.50727,-6.050907,#54 of 74 Restaurants in Lisburn,#4 of 5 Diner in Lisburn,1,0,0,,Diner,"Lunch, Dinner",,,True,False,,,,,0,1,0.0,0.0,0.0,English (1),g445040-d20860899,in rating,,Diner,1,0,1,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g445040-d20930743,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Burger King']",Burger King,Unclaimed,,,"Lisburn Services M1 Southbound Tullynacross, Lisburn BT27 5TL Northern Ireland",54.52602,-6.002275,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,True,True,,,,,0,0,0.0,0.0,0.0,,g445040-d20930743,duplicate,,,0,0,0,,https://locations.burgerking.co.uk/lisburn/lisburn-services-m1-southbound,nan,,nan,0,non-facebook,online,,,0
g445040-d20930746,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Burger King']",Burger King,Unclaimed,,,"Lisburn Services M1 Southbound Tullynacross, Lisburn BT27 5TL Northern Ireland",54.52602,-6.002275,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,True,True,,,,,0,0,0.0,0.0,0.0,,g445040-d20930743,in rating,,,0,0,0,,https://locations.burgerking.co.uk/lisburn/lisburn-services-m1-southbound,nan,,nan,0,non-facebook,online,,,0
g445040-d21257786,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', ""Wok'n""]",Wok'n,Unclaimed,3.5,"December 3, 2022","1 Lagan Valley, Hillsborough Rd, Lisburn BT28 1BA Northern Ireland",54.4912,-6.05705,#55 of 74 Restaurants in Lisburn,#5 of 8 Chinese in Lisburn,3,0,0,,Chinese,,,,False,True,,,,,2,0,0.0,0.0,1.0,English (3),g445040-d21257786,in rating,,Chinese,3,0,3,Restaurants,http://wokn.co.uk,nan,,nan,0,non-facebook,unavailable,,,0
g445040-d21353226,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'The Daily Apron']",The Daily Apron,Unclaimed,3.0,"August 26, 2023","18 Market Square North First Floor, Lisburn BT28 1AF Northern Ireland",54.51133,-6.058482,#65 of 74 Restaurants in Lisburn,#27 of 29 Cafe in Lisburn,6,0,0,₪10 - ₪34,"Irish, Cafe, European, British",,,,False,True,,,,,1,1,2.0,0.0,2.0,English (6),g445040-d21353226,in rating,$,"Irish, Cafe, European",6,0,6,Restaurants,http://Www.thedailyapron.com,nan,,nan,0,non-facebook,online,,,0
g445040-d21401560,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Lisburn', 'Lisburn Restaurants', 'Spice Lisburn']",Spice Lisburn,Claimed,4.5,"October 16, 2023","Unit 2 Bridgewater House Bridge Street, Lisburn BT28 1XY Northern Ireland",54.51027,-6.040447,#1 of 74 Restaurants in Lisburn,#1 of 74 Restaurants in Lisburn,777,1,0,,"Indian, Asian, Balti","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service",True,True,45.0,45.0,45.0,45.0,612,101,30.0,17.0,17.0,English (777),g445040-d1341251,in rating,$$ - $$$,"Indian, Asian, Balti",777,0,777,Restaurants,http://www.spicelisburn.co.uk/,nan,,nan,0,non-facebook,online,,,0
