,id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
2848,g209963-d4039688,['https://www.tripadvisor.com/Restaurant_Review-g209963-d4039688-Reviews-The_New_York_Grill_Bar-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'The New York Grill Bar']",The New York Grill Bar, Claimed,3.5,"September 20, 2022","2 Station Road The York, Portstewart BT55 7DA Northern Ireland",55.187843,-6.712788,#8 of 11 Restaurants in Portstewart,#6 of 13 British in Portstewart,"['$$ - $$$', 'European', 'British', 'Grill']",(461),,,,"European, British, Grill","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Gluten Free Options","['Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Street Parking', 'Free off-street parking', 'Wine and Beer', 'Live Music']",Opens in 16 min:  See all hours,tel:+44 28 7083 3594,"http://www.newyorkportstewart.com"",""email"":""info@newyorkportstewart.com",bubble_40,bubble_35,bubble_40,,208,88,55.0,40.0,70.0,"{'English (457)', 'Italian (1)', 'All languages', 'German (1)', 'French (1)', 'Spanish (1)'}",ALL
2849,g209963-d4453109,['https://www.tripadvisor.com/Restaurant_Review-g209963-d4453109-Reviews-Bob_Berts_Portstewart-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'Bob & Berts Portstewart']",Bob & Berts Portstewart, Claimed,3.0,"September 30, 2023","75 The Promenade, Portstewart BT55 7AF Northern Ireland",55.184433,-6.718625,#8 of 9 Coffee & Tea in Portstewart,#8 of 9 Coffee & Tea in Portstewart,"['$$ - $$$', 'Quick Bites', 'Cafe', 'British']",(382),,,,"Cafe, British, Contemporary","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Free Wifi', 'Accepts Credit Cards', 'Beach', 'Gift Cards Available']", Open now: 08:00 AM - 9:00 PM,tel:+44 28 7083 2445,"http://bobandberts.co.uk/"",""email"":""bob@bobandberts.com",bubble_35,bubble_35,bubble_30,bubble_40,97,92,57.0,60.0,76.0,"{'English (377)', 'Italian (1)', 'All languages', 'French (1)', 'Polish (1)', 'German (2)'}",ALL
2850,g209963-d4607638,['https://www.tripadvisor.com/Restaurant_Review-g209963-d4607638-Reviews-Griddle_bakery_coffee_House-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'griddle bakery & coffee House']",griddle bakery & coffee House, Claimed,4.5,"May 20, 2023","1 Strand Road, Portstewart BT55 7LS Northern Ireland",55.18163,-6.71861,#1 of 1 Bakery in Portstewart,#1 of 1 Bakeries in Portstewart,"['$', 'Bakeries', 'Vegetarian Friendly', 'Gluten Free Options']",(47),,,,,"Breakfast, Lunch, Brunch","Vegetarian Friendly, Gluten Free Options","Takeout, Seating, Wheelchair Accessible", Open now: 08:30 AM - 4:30 PM,tel:+44 28 7083 6939,https://www.facebook.com/GriddleBakery/,bubble_50,bubble_50,bubble_45,,30,12,2.0,1.0,2.0,"{'All languages', 'English (47)'}",ALL
2851,g209963-d5439789,['https://www.tripadvisor.com/Restaurant_Review-g209963-d5439789-Reviews-Indian_Ocean_Takeaway-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'Indian Ocean Takeaway']",Indian Ocean Takeaway, Unclaimed,2.5,"December 11, 2022","85 The Promenade, Portstewart BT55 7AG Northern Ireland",55.18302,-6.7186,#9 of 10 Quick Bites in Portstewart,#9 of 10 Quick Bites in Portstewart,"['$$ - $$$', 'Quick Bites', 'Indian', 'Fast Food']",(45),,,,"Indian, Fast Food","Breakfast, Lunch",,"Delivery, Takeout", Open now: 05:00 AM - 11:00 PM,tel:+44 28 7083 5425,https://www.facebook.com/Indian-Ocean-Takeaway-122909417876210/,bubble_30,bubble_35,bubble_35,,9,5,6.0,0.0,25.0,"{'French (1)', 'All languages', 'English (44)'}",ALL
2852,g209963-d5816068,['https://www.tripadvisor.com/Restaurant_Review-g209963-d5816068-Reviews-Mauds_Portstewart-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'Mauds Portstewart']",Mauds Portstewart, Unclaimed,4.0,"August 13, 2021","73 The Promenade, Portstewart BT55 7AF Northern Ireland",55.18361,-6.718379,#5 of 10 Quick Bites in Portstewart,#5 of 10 Quick Bites in Portstewart,"['$$ - $$$', 'Dessert', 'Cafe']",(26),,,,Cafe,Lunch,,"Takeout, Seating, Wheelchair Accessible", Open now: 11:00 AM - 5:00 PM,tel:+44 28 7083 3000,https://www.mauds.com/,,,,,14,5,5.0,1.0,1.0,"{'English (25)', 'All languages', 'Portuguese (1)'}",ALL
2853,g209963-d6374846,['https://www.tripadvisor.com/Restaurant_Review-g209963-d6374846-Reviews-SUPERFRY-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'SUPERFRY']",SUPERFRY, Unclaimed,4.0,"September 14, 2023","8 The Diamond, Portstewart BT55 7AA Northern Ireland",55.18229,-6.71836,#4 of 10 Quick Bites in Portstewart,#4 of 10 Quick Bites in Portstewart,"['$', 'Quick Bites', 'Fast Food', 'British']",(114),,,,"Fast Food, British","Lunch, Dinner",,Takeout,Opens in 14 min:  See all hours,tel:+44 28 7083 4376,,bubble_40,bubble_40,bubble_40,bubble_45,56,23,13.0,6.0,16.0,"{'German (1)', 'All languages', 'Italian (1)', 'English (112)'}",ALL
2854,g209963-d6774284,['https://www.tripadvisor.com/Restaurant_Review-g209963-d6774284-Reviews-Amici_Ristorante_Portstewart-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'Amici Ristorante Portstewart']",Amici Ristorante Portstewart, Claimed,4.0,"October 12, 2023","Clubhouse The Old Course 25 Portmore Road, Portstewart BT55 7BE Northern Ireland",55.188522,-6.712397,#3 of 11 Restaurants in Portstewart,#3 of 11 Restaurants in Portstewart,"['$$ - $$$', 'Italian', 'Pizza', 'Mediterranean']","(1,419)",,,,"Italian, Pizza, Mediterranean, European","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Waterfront",Opens in 13 min:  See all hours,tel:+44 28 7083 4444,http://amiciportstewart.squarespace.com,bubble_45,bubble_40,bubble_40,bubble_40,793,317,134.0,78.0,97.0,"{'Italian (3)', 'All languages', 'French (5)', 'Spanish (3)', 'English (1,394)', 'Dutch (3)', 'Swedish (1)', 'Portuguese (1)', 'German (9)'}",ALL
2855,g209963-d7214734,['https://www.tripadvisor.com/Restaurant_Review-g209963-d7214734-Reviews-Harry_s_Shack-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', ""Harry's Shack""]",Harry's Shack, Claimed,4.0,"September 30, 2023","118 Strand Road, Portstewart BT55 7PG Northern Ireland",55.170673,-6.727546,#4 of 11 Restaurants in Portstewart,#4 of 11 Restaurants in Portstewart,"['$$ - $$$', 'Irish', 'Seafood', 'British']","(1,670)",,,,"Irish, Seafood, British","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Gluten Free Options","['Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Highchairs Available', 'Wheelchair Accessible', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Live Music', 'Waterfront', 'Beach']", Closed now:  See all hours,,"https://www.facebook.com/HarrysShack/"",""email"":""HarrysShack@gmail.com",bubble_40,bubble_40,bubble_40,bubble_40,828,339,196.0,155.0,152.0,"{'Polish (4)', 'English (1,633)', 'All languages', 'Italian (8)', 'French (7)', 'German (16)', 'Portuguese (1)', 'Spanish (1)'}",ALL
2856,g209963-d7239602,['https://www.tripadvisor.com/Restaurant_Review-g209963-d7239602-Reviews-Jamjar_Coffee_House-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'Jamjar Coffee House']",Jamjar Coffee House - CLOSED, Claimed,4.0,"May 7, 2023","44 The Promenade, Portstewart BT55 7AE Northern Ireland",55.185184,-6.719222,,,"['Irish', 'British']",(87),,,,"Irish, British",[],,[],,tel:+44 28 7083 6386,https://www.facebook.com/Jamjar-Coffeehouse-Portstewart-993846487329048/,bubble_45,bubble_40,bubble_40,,45,23,9.0,6.0,4.0,"{'German (1)', 'All languages', 'English (86)'}",ALL
2857,g209963-d9590552,['https://www.tripadvisor.com/Restaurant_Review-g209963-d9590552-Reviews-The_Prom_Chippy-Portstewart_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Portstewart', 'Portstewart Restaurants', 'The Prom Chippy']",The Prom Chippy, Claimed,3.5,"September 2, 2023","31A The Promenade, Portstewart BT55 7AE Northern Ireland",55.18574,-6.71919,#7 of 10 Quick Bites in Portstewart,#7 of 10 Quick Bites in Portstewart,"['$', 'Quick Bites', 'Fast Food', 'British']",(64),,,,"Fast Food, British",[],Vegetarian Friendly,Takeout, Closed now:  See all hours,tel:+44 28 7083 3030,https://www.facebook.com/The-prom-chippy-900128513656947/,bubble_35,bubble_35,bubble_35,,28,8,6.0,7.0,15.0,"{'English (63)', 'Polish (1)', 'All languages'}",ALL
2858,g209972-d10469475,['https://www.tripadvisor.com/Restaurant_Review-g209972-d10469475-Reviews-Starbucks-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Starbucks']",Starbucks, Unclaimed,3.0,"August 13, 2023","Rushmere Shopping Centre Central Way, Craigavon BT64 1AA Northern Ireland",54.44857,-6.417563,#3 of 3 Coffee & Tea in Craigavon,#3 of 3 Coffee & Tea in Craigavon,"['$', 'Quick Bites', 'Cafe']",(16),,,₪10 - ₪24,Cafe,"Breakfast, Lunch, Dinner",,['Wheelchair Accessible'], Open now: 08:30 AM - 9:00 PM,tel:+44 28 3834 2937,http://www.rushmereshopping.com/store/starbucks/,,,,,7,0,3.0,0.0,6.0,"{'English (16)', 'All languages'}",ALL
2859,g209972-d1318072,['https://www.tripadvisor.com/Restaurant_Review-g209972-d1318072-Reviews-Bamboo-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'bamboo']",bamboo, Unclaimed,4.0,"November 9, 2022","78 Lurgan Road, Craigavon BT63 5QR Northern Ireland",54.435265,-6.41683,#2 of 7 Quick Bites in Craigavon,#2 of 7 Quick Bites in Craigavon,"['$$ - $$$', 'Quick Bites', 'Chinese', 'Asian']",(35),,,,"Asian, Chinese",Dinner,,"Takeout, Delivery", Closed now:  See all hours,tel:+44 28 3839 9888,,bubble_45,bubble_40,bubble_40,bubble_45,18,7,3.0,1.0,6.0,"{'All languages', 'English (34)', 'French (1)'}",ALL
2860,g209972-d1318074,['https://www.tripadvisor.com/Restaurant_Review-g209972-d1318074-Reviews-Gaynors_Restaurant-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Gaynors Restaurant']",Gaynors Restaurant, Unclaimed,4.0,"September 11, 2023","3 Church Lane Portadown, Craigavon BT62 3PW Northern Ireland",54.42209,-6.44589,#10 of 25 Restaurants in Craigavon,#10 of 25 Restaurants in Craigavon,"['$', 'Cafe', 'British']",(42),,,,"Cafe, British","Breakfast, Lunch, Dinner, Brunch",,"Takeout, Seating, Table Service",+ Add hours,tel:+44 28 3833 7117,,bubble_40,bubble_45,bubble_40,bubble_35,20,9,9.0,1.0,3.0,"{'All languages', 'English (42)'}",ALL
2861,g209972-d1318075,['https://www.tripadvisor.com/Restaurants-g209972-Craigavon_County_Armagh_Northern_Ireland.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,g209972-d1318078,['https://www.tripadvisor.com/Restaurant_Review-g209972-d1318078-Reviews-Hot_Spicy-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Hot & Spicy']",Hot & Spicy, Claimed,3.0,"December 27, 2020","7 Legahory Centre, Craigavon BT65 5BE Northern Ireland",54.44864,-6.36939,#20 of 25 Restaurants in Craigavon,#1 of 1 Indian in Craigavon,"['Indian', 'Pizza', 'Fast Food', 'European']",(15),,,,"Indian, Pizza, Fast Food, European",Dinner,,Delivery, Closed now:  See all hours,tel:+44 28 3832 9636,"http://www.hotnspicycraigavon.co.uk"",""email"":""hotandspicyapp4food@icloud.com",,,,,4,4,0.0,3.0,4.0,"{'English (15)', 'All languages'}",ALL
2863,g209972-d1318080,['https://www.tripadvisor.com/Restaurant_Review-g209972-d1318080-Reviews-The_Bounty-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'The Bounty']",The Bounty - CLOSED, Unclaimed,3.0,"June 27, 2020","56 Market Street, Craigavon BT62 2BW Northern Ireland",54.35338,-6.41265,,,,(10),,,,,[],,[],,tel:+44 28 3884 0417,,,,,,2,3,1.0,1.0,3.0,"{'English (10)', 'All languages'}",ALL
2864,g209972-d13336504,['https://www.tripadvisor.com/Restaurant_Review-g209972-d13336504-Reviews-Molly_s_Mill-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', ""Molly's Mill""]",Molly's Mill - CLOSED, Claimed,4.5,"March 5, 2020","114 Banbridge Road Banbridge, Craigavon BT63 6DJ Northern Ireland",54.380527,-6.316692,,,"['British', 'Contemporary', 'Pub', 'Gastropub']",(53),,,,"Contemporary, Pub, Gastropub, British","Drinks, Lunch, Dinner",,"Free off-street parking, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Takeout, Outdoor Seating, Television",,tel:+44 28 4062 8625,"http://mollysmill.com/"",""email"":""mollysmill@outlook.com",bubble_45,bubble_45,bubble_45,,35,9,6.0,0.0,3.0,"{'English (52)', 'All languages', 'German (1)'}",ALL
2865,g209972-d15189484,['https://www.tripadvisor.com/Restaurant_Review-g209972-d15189484-Reviews-Nando_s_Rushmere_Centre-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', ""Nando's Rushmere Centre""]",Nando's Rushmere Centre, Claimed,3.5,"June 25, 2023","Unit 45, Rushmere Shopping Centre, Central Way Unit 45, Rushmere Shopping Centre, Craigavon BT64 1AA Northern Ireland",54.45013,-6.390965,#14 of 25 Restaurants in Craigavon,#1 of 1 Portuguese in Craigavon,"['$$ - $$$', 'Grill', 'Portuguese', 'Vegetarian Friendly']",(29),,,,"Portuguese, Grill","Lunch, Dinner",Vegetarian Friendly,"['Seating', 'Highchairs Available', 'Delivery', 'Takeout', 'Outdoor Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Wine and Beer', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Family style', 'Gift Cards Available']", Open now: 11:30 AM - 10:00 PM,tel:+442838344292,http://www.nandos.co.uk/restaurants/rushmere-centre,bubble_35,bubble_40,bubble_30,,13,4,3.0,3.0,6.0,"{'English (29)', 'All languages'}",ALL
2866,g209972-d15227436,['https://www.tripadvisor.com/Restaurants-g209972-Craigavon_County_Armagh_Northern_Ireland.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,g209972-d15432830,['https://www.tripadvisor.com/Restaurant_Review-g209972-d15432830-Reviews-Pizza_Nova-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Pizza Nova']",Pizza Nova, Unclaimed,,,"78 Market Street, Craigavon BT62 2BP Northern Ireland",54.35283,-6.41227,,,['Pizza'],,,,,Pizza,[],,[],+ Add hours,tel:+44 28 3884 0889,https://www.facebook.com/Pizza-Nova-Tandragee-859149267479728/,,,,,0,0,0.0,0.0,0.0,,
2868,g209972-d15650433,['https://www.tripadvisor.com/Restaurant_Review-g209972-d15650433-Reviews-Kitchen_Bakes-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Kitchen Bakes']",Kitchen Bakes, Unclaimed,,,"Unit 1-5 Mahon Rd, Craigavon BT62 3EH Northern Ireland",54.411,-6.45604,,,,,,,,,"Breakfast, Lunch",,[], Open now: 09:00 AM - 5:00 PM,tel:+44 28 3835 0262,,,,,,0,0,0.0,0.0,0.0,,
2869,g209972-d15865069,['https://www.tripadvisor.com/Restaurant_Review-g209972-d15865069-Reviews-Tesco_Cafe-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Tesco Cafe']",Tesco Cafe, Unclaimed,1.0,"July 29, 2022","The Meadows Shopping Centre Meadow Lane, Craigavon BT62 3TN Northern Ireland",54.421375,-6.438088,#24 of 25 Restaurants in Craigavon,#24 of 25 Restaurants in Craigavon,,(6),,,,,"Breakfast, Lunch",,[], Open now: 09:00 AM - 5:00 PM,tel:+44 345 677 9559,https://www.tesco.com/store-locator/craigavon/the-meadows-shopping-centre/cafe?sc_cmp=ref*yg*stc*3053&utm_source=yext_extnet&utm_campaign=local_cafe_NI&utm_medium=referral,,,,,0,0,0.0,0.0,6.0,"{'English (6)', 'All languages'}",ALL
2870,g209972-d17292142,['https://www.tripadvisor.com/Restaurant_Review-g209972-d17292142-Reviews-Tiffy_s_Coffee_Shop-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', ""Tiffy's Coffee Shop""]",Tiffy's Coffee Shop, Unclaimed,5.0,"October 1, 2023","55 Whitehall Gate Aghagallon, Craigavon BT67 0GQ Northern Ireland",54.50495,-6.29943,#11 of 25 Restaurants in Craigavon,#11 of 25 Restaurants in Craigavon,,(8),,,,,"Breakfast, Lunch, Dinner",,Reservations, Closed now:  See all hours,tel:+44 28 9243 8916,http://www.facebook.com/Tiffys2019/,,,,,8,0,0.0,0.0,0.0,"{'English (8)', 'All languages'}",ALL
2871,g209972-d17594240,['https://www.tripadvisor.com/Restaurant_Review-g209972-d17594240-Reviews-Squires-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Squires']",Squires - CLOSED, Unclaimed,5.0,"September 18, 2019","4 Central Way 34 Rushmere Shopping Centre, Craigavon BT64 1AA Northern Ireland",54.45016,-6.39221,,,,(2),,,,,[],,[],,tel:+44 28 3832 1414,,,,,,2,0,0.0,0.0,0.0,"{'All languages', 'English (2)'}",ALL
2872,g209972-d17786586,['https://www.tripadvisor.com/Restaurant_Review-g209972-d17786586-Reviews-Burger_King-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Burger King']",Burger King, Unclaimed,1.5,"July 15, 2023","Highfield Road 2 Marlborough Retail Park Highfield Road, Craigavon BT64 1AG Northern Ireland",54.446766,-6.392115,#25 of 25 Restaurants in Craigavon,#3 of 3 Fast Food in Craigavon,"['$', 'Fast Food']",(11),,,,Fast Food,"Breakfast, Lunch, Dinner",,[], Open now: 09:00 AM - 11:00 PM,tel:+44 844 248 2696,https://locations.burgerking.co.uk/craigavon/unit-2-marlborough-retail-park,,,,,1,0,0.0,1.0,9.0,"{'English (11)', 'All languages'}",ALL
2873,g209972-d19801192,['https://www.tripadvisor.com/Restaurants-g209972-Craigavon_County_Armagh_Northern_Ireland.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,g209972-d19876263,['https://www.tripadvisor.com/Restaurant_Review-g209972-d19876263-Reviews-Husky_Jo_s-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', ""Husky Jo's""]",Husky Jo's, Unclaimed,1.0,"August 21, 2020","1 Highfield Road, Craigavon BT64 3AD Northern Ireland",54.45033,-6.39838,#21 of 25 Restaurants in Craigavon,#2 of 3 American in Craigavon,"['American', 'Barbecue']",(1),,,,"American, Barbecue",[],,[],+ Add hours,tel:+44 28 3834 3571,,,,,,0,0,0.0,0.0,1.0,"{'All languages', 'English (1)'}",ALL
2875,g209972-d20043140,['https://www.tripadvisor.com/Restaurant_Review-g209972-d20043140-Reviews-Gyros_King_Portadown-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Gyros King Portadown']",Gyros King Portadown, Unclaimed,5.0,"June 26, 2021","98 Granville Road, Craigavon BT63 5DW Northern Ireland",54.42311,-6.4191,#16 of 25 Restaurants in Craigavon,#16 of 25 Restaurants in Craigavon,,(2),,,,,"Lunch, Dinner",,[], Closed now:  See all hours,tel:+44 28 3898 4633,,,,,,2,0,0.0,0.0,0.0,"{'All languages', 'English (2)'}",ALL
2876,g209972-d21075751,['https://www.tripadvisor.com/Restaurant_Review-g209972-d21075751-Reviews-Tesco_Cafe-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Tesco Cafe']",Tesco Cafe, Unclaimed,1.0,"January 17, 2023","Highfield Rd Marlborough Retail Park, Craigavon BT64 1AG Northern Ireland",54.445736,-6.39401,#23 of 25 Restaurants in Craigavon,#23 of 25 Restaurants in Craigavon,,(2),,,,,"Breakfast, Lunch",,[], Open now: 09:00 AM - 5:00 PM,tel:+44 345 026 9634,https://www.tesco.com/store-locator/craigavon/2-marlborough-retail-park/cafe?sc_cmp=ref*yg*stc*6271&utm_source=yext_extnet&utm_campaign=local_cafe_NI&utm_medium=referral,,,,,0,0,0.0,0.0,2.0,"{'All languages', 'English (2)'}",ALL
2877,g209972-d2184654,['https://www.tripadvisor.com/Restaurant_Review-g209972-d2184654-Reviews-Linen_House_Restaurant-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Linen House Restaurant']",Linen House Restaurant, Unclaimed,4.5,"September 15, 2019","Mill Street Unit 4-5 Riverside Mall, Craigavon BT63 6HQ Northern Ireland",54.372517,-6.359307,#5 of 25 Restaurants in Craigavon,#5 of 11 British in Craigavon,"['$$ - $$$', 'British', 'Vegetarian Friendly']",(47),,,,British,"Lunch, Breakfast, Dinner",Vegetarian Friendly,"['Reservations', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Wheelchair Accessible', 'Table Service']",+ Add hours,tel:+44 28 3883 2929,http://www.linenhousegilford.co.uk/,bubble_45,bubble_45,bubble_45,bubble_50,32,10,5.0,0.0,0.0,"{'All languages', 'English (47)'}",ALL
2878,g209972-d2253179,['https://www.tripadvisor.com/Restaurant_Review-g209972-d2253179-Reviews-Pretty_Mary_s-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', ""Pretty Mary's""]",Pretty Mary's, Claimed,4.0,"August 11, 2023","86 Main Street Moira, Craigavon BT67 0LH Northern Ireland",54.481342,-6.225554,#3 of 25 Restaurants in Craigavon,#2 of 5 Irish in Craigavon,"['$$ - $$$', 'Irish', 'Bar', 'British']",(252),,,,"Irish, Bar, British, Pub","Dinner, Lunch, Drinks",Vegetarian Friendly,"['Reservations', 'Outdoor Seating', 'Seating', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Table Service', 'Live Music', 'Gift Cards Available']",Opens in 5 min:  See all hours,tel:+44 28 9261 1318,http://www.prettymarys.co.uk,bubble_40,bubble_40,bubble_35,bubble_35,102,68,43.0,17.0,22.0,"{'Italian (1)', 'All languages', 'Dutch (1)', 'English (250)'}",ALL
2879,g209972-d2716148,['https://www.tripadvisor.com/Restaurant_Review-g209972-d2716148-Reviews-Edenmore_Golf_Country_Club-Craigavon_County_Armagh_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Craigavon', 'Craigavon Restaurants', 'Edenmore Golf & Country Club']",Edenmore Golf & Country Club, Claimed,4.5,"September 5, 2023","70 Drumnabreeze Road BT67 Orh, Craigavon BT67 0RH Northern Ireland",54.45918,-6.24086,#1 of 25 Restaurants in Craigavon,#1 of 25 Restaurants in Craigavon,"['$$ - $$$', 'Irish', 'Bar', 'British']",(245),,,,"Irish, Bar, British","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Free Wifi', 'Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Parking Available', 'Validated Parking', 'Free off-street parking', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts Mastercard', 'Accepts Visa', 'Table Service']", Open now: 09:00 AM - 5:00 PM,tel:+44 28 9261 9241,"http://www.edenmore.com/"",""email"":""events@edenmore.com",bubble_45,bubble_45,bubble_45,bubble_45,169,48,16.0,3.0,9.0,"{'English (245)', 'All languages'}",ALL
