id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers,rand,Open-closed,Comment
g274924-d1547599,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Minerva']",Minerva,Unclaimed,4,"February 3, 2020","Michalska namestie, 3, Bratislava Slovakia",48.1443,17.106684,"#89 of 1,028 Restaurants in Bratislava",#8 of 48 Fast Food in Bratislava,123,0,,,"Fast Food, European","Lunch, Dinner, Brunch, Late Night",,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",True,True,45,40,45,40,39,61,17,4,2,"Russian (4), English (57), Dutch (2), Polish (1), German (6), Slovak (14), Portuguese (5), Japanese (1), French (5), Spanish (6), Italian (23)",g274924-d1547599,in rating,$$ - $$$,"Fast Food, European",57,67,14,Restaurants,http://bissburger.sk,,,,0,non-facebook,unavailable,,,0,0.0279027696233243,,
g186484-d4064872,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Omagh', 'Omagh Restaurants', 'Strule Arts Centre Coffee Shop']",Strule Arts Centre Coffee Shop,Unclaimed,4,"October 8, 2021","High Street, Omagh Northern Ireland",54.60005,-7.30235,#2 of 5 Coffee & Tea in Omagh,#2 of 5 Coffee & Tea in Omagh,35,0,0,,"Cafe, British","Breakfast, Lunch, Brunch",Vegetarian Friendly,"Seating, Wheelchair Accessible",True,False,40,40,40,,17,13,1,2,2,English (35),g186484-d4064872,in rating,$$ - $$$,"Cafe, British, Vegetarian Friendly",35,0,35,Coffee & Tea,,,,,0,no_website,no_website,,,0,0.908940739231184,,
g189934-d14930040,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'No Pizza']",No Pizza,Unclaimed,3.5,"December 18, 2019","Kaivokatu 8 Second floor, Helsinki 00101 Finland",60.169865,24.941893,#105 of 128 Quick Bites in Helsinki,#105 of 128 Quick Bites in Helsinki,31,0,0,?43 - ?86,"Pizza, European","Lunch, Dinner",Vegetarian Friendly,Takeout,False,True,40,40,35,,8,8,6,5,4,"French (1), Finnish (10), Dutch (1), English (19)",g189934-d14930040,in rating,$$ - $$$,"Quick Bites, Pizza, European",19,12,10,Quick Bites,http://nopizza.rocks/,,,,0,non-facebook,unavailable,,,0,0.452397354645655,,
g189934-d1028289,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Fransmanni']",Fransmanni,Claimed,3.5,"January 12, 2017","Kluuvikatu 8, Helsinki Finland",60.16959,24.94672,"#674 of 1,407 Restaurants in Helsinki",#25 of 34 French in Helsinki,37,0,0,?65 - ?125,"European, French","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service",True,False,40,40,35,35,9,11,9,6,2,"English (21), Norwegian (1), Swedish (1), Russian (5), German (2), Finnish (4), Japanese (2), Italian (1)",g189934-d1028289,in rating,$$ - $$$,"French, European",21,16,4,Restaurants,http://www.raflaamo.fi/en/helsinki/ravintola-fransmanni#browsing,,,,0,non-facebook,unavailable,,,0,0.531265159370378,,
g635769-d3365398,"['Europe', 'Bulgaria', 'Burgas Province', 'Sozopol', 'Sozopol Restaurants', 'Ocean Pub']",Ocean Pub,Unclaimed,4.5,"June 18, 2020","City Park, Sozopol 8130 Bulgaria",42.419918,27.694124,#23 of 102 Restaurants in Sozopol,#1 of 9 Bar in Sozopol,82,0,,,"Bar, International","Lunch, Dinner, Breakfast, Late Night",Vegetarian Friendly,"Outdoor Seating, Seating, Serves Alcohol, Table Service, Takeout, Reservations, Live Music",False,False,40,45,40,45,50,22,5,2,3,"Polish (2), Italian (1), German (1), Swedish (1), English (45), Russian (26), Finnish (2), Korean (1), French (1), Norwegian (2)",g635769-d3365398,in rating,$$ - $$$,"Bar, International, Vegetarian Friendly",45,37,0,Restaurants,,,,,0,no_website,no_website,,,0,0.224236704874784,,
g295391-d13511280,"['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'GastronomA Eatery House']",GastronomA Eatery House,Claimed,4.5,"January 5, 2020","Otets Paisiy str 15, Plovdiv 4000 Bulgaria",42.146114,24.749722,#6 of 14 Desserts in Plovdiv,#6 of 14 Dessert in Plovdiv,33,0,,?34 - ?106,"European, Grill, Central European, Eastern European","Lunch, Dinner, Breakfast, Drinks","Vegetarian Friendly, Vegan Options","Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Reservations",True,True,40,40,45,,22,5,4,1,1,"French (2), Italian (1), Spanish (2), English (26), Russian (2)",g295391-d13511280,in rating,$$ - $$$,"Dessert, European, Grill",26,7,0,Desserts,http://www.facebook.com/GastronomAEateryHouse/,,,,0,facebook,unavailable,,,0,0.226250268518925,,
g294452-d10767035,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La vita e Bella']",La vita e Bella,Unclaimed,4.5,"November 3, 2019","Ul.Stara Planina 10 A, Sofia 1000 Bulgaria",42.6991,23.33226,"#203 of 1,226 Restaurants in Sofia",#153 of 469 European in Sofia,34,0,,,"Italian, Mediterranean, European","Dinner, Lunch, Brunch",Vegetarian Friendly,"Takeout, Reservations, Wheelchair Accessible, Serves Alcohol, Seating, Table Service",True,True,50,50,50,,24,6,3,1,0,"French (1), Greek (1), Spanish (1), German (1), Dutch (2), Italian (7), English (19), Russian (2)",g294452-d10767035,in rating,$$ - $$$,"Italian, Mediterranean, European",19,15,0,Restaurants,http://www.bellavita.bg,,,,0,non-facebook,unavailable,,,0,0.0685721854679287,,
g667560-d3730530,"['Europe', 'Finland', 'Lapland', 'Saariselka', 'Saariselka Restaurants', 'Cafe / Restaurant Kuukkeli']",Cafe / Restaurant Kuukkeli,Claimed,3.5,"August 9, 2021","Saariselaentie 1 99830 Saariselkä, Saariselka 99830 Finland",68.41987,27.410757,#14 of 18 Restaurants in Saariselka,#14 of 18 Restaurants in Saariselka,150,0,0,?30 - ?86,"Cafe, Fast Food, European","Dinner, Lunch, Drinks",Gluten Free Options,"Takeout, Buffet, Seating, Free off-street parking, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Highchairs Available",True,True,35,35,40,30,21,44,56,17,12,"Finnish (37), Turkish (1), Dutch (5), Spanish (10), Japanese (5), Italian (7), Chinese (Sim.) (1), German (2), Russian (7), French (5), English (69), Danish (1)",g667560-d3730530,in rating,$,"Cafe, Fast Food, European",69,81,37,Restaurants,http://www.accommodationkuukkeli.com/restaurant/,,,,0,non-facebook,unavailable,,,0,0.423352333484218,,
g274935-d6509961,"['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'Monsalvy']",Monsalvy,Unclaimed,4.5,"August 9, 2020","92101 Piestany Teplicka 10, Piestany 921 01 Slovakia",48.58937,17.83257,#2 of 9 Coffee & Tea in Piestany,#2 of 9 Coffee & Tea in Piestany,32,0,,,,,,Seating,True,True,45,40,40,,18,11,2,1,0,"Slovak (22), Russian (1), English (6), Czech (1), German (2)",g274935-d6509961,in rating,$$ - $$$,Dessert,6,26,22,Coffee & Tea,http://www.monsalvy.com,,,,0,non-facebook,unavailable,,,0,0.752880838466808,,
g189934-d811295,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Grill It']",Grill It,Unclaimed,4,"August 25, 2021","Runeberginkatu 2, Helsinki Finland",60.16815,24.929552,"#206 of 1,407 Restaurants in Helsinki","#206 of 1,407 Restaurants in Helsinki",171,0,0,?146 - ?580,"Steakhouse, Barbecue, European","Lunch, Dinner",Gluten Free Options,"Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Reservations, Parking Available, Highchairs Available",True,True,40,35,35,40,35,88,31,11,6,"German (4), Portuguese (2), Finnish (25), English (106), Russian (20), Japanese (2), Swedish (3), Norwegian (2), Spanish (1), Italian (6)",g189934-d811295,in rating,$$ - $$$,"Steakhouse, Barbecue, European",106,65,25,Restaurants,http://www.raflaamo.fi/helsinki/grill-it-helsinki-rdb-royal,,,,0,non-facebook,unavailable,,,0,0.050875422777608,,
g189934-d15222475,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', ""Restaurant Pomo D'or""]",Restaurant Pomo D'or,Claimed,3.5,"August 11, 2020","Hermannin rantatie 5A Kauppakeskus REDI, Helsinki 00580 Finland",60.18764,24.979486,"#716 of 1,407 Restaurants in Helsinki","#716 of 1,407 Restaurants in Helsinki",47,0,0,?34 - ?129,"Italian, Pizza, Mediterranean, European","Dinner, Lunch, Drinks","Vegetarian Friendly, Vegan Options","Reservations, Table Service, Takeout, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Accepts Credit Cards",True,True,35,35,35,,20,10,2,1,14,"English (20), Spanish (1), German (1), Finnish (24), Italian (1)",g189934-d15222475,in rating,$$ - $$$,"Italian, Pizza, Mediterranean",20,27,24,Restaurants,http://www.pomodor.fi,,,,0,non-facebook,unavailable,,,0,0.981461166404188,,
g189908-d816750,"['Europe', 'Finland', 'Northern Savonia', 'Kuopio', 'Kuopio Restaurants', 'Ravintola Bierstube']",Ravintola Bierstube,Unclaimed,4.5,"August 27, 2021","Kasarmikatu 5-7, Kuopio 70110 Finland",62.890987,27.669113,#2 of 5 Quick Bites in Kuopio,#2 of 5 Quick Bites in Kuopio,94,0,0,,"Bar, European, Pub",Dinner,,"Takeout, Reservations, Seating, Television, Serves Alcohol, Full Bar, Table Service",False,True,40,45,45,45,45,36,10,0,3,"Italian (2), English (42), Russian (1), Finnish (47), Dutch (1), German (1)",g189908-d816750,in rating,$,"Quick Bites, Bar, European",42,52,47,Quick Bites,https://www.facebook.com/ravintola.bierstube/,,,,0,facebook,unavailable,,,0,0.802705476526171,,
g294452-d2480989,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Sushi bar Marinela']",Sushi bar Marinela,Unclaimed,4.5,"October 31, 2019","Kempinski Hotel Zografski Sofia 100 James Bourchier Boulevard, Sofia Bulgaria",42.67184,23.317923,"#99 of 1,226 Restaurants in Sofia",#12 of 59 Asian in Sofia,92,0,,,"Japanese, Sushi, Asian","Dinner, Lunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Delivery, Highchairs Available, Full Bar, Table Service",False,True,45,45,45,45,54,30,6,1,1,"Russian (3), German (2), Dutch (2), Hebrew (1), Japanese (2), Italian (11), Spanish (3), French (1), Greek (1), Turkish (1), English (65)",g294452-d2480989,in rating,$$ - $$$,"Japanese, Sushi, Asian",65,27,0,Restaurants,http://happysushi.bg/en#restaurants?rest=3,,,,0,non-facebook,unavailable,,,0,0.0869617045391351,,
g635769-d6953542,"['Europe', 'Bulgaria', 'Burgas Province', 'Sozopol', 'Sozopol Restaurants', 'Sozopolis']",Sozopolis,Claimed,3.5,"July 8, 2021","Cherno more St., Sozopol 8130 Bulgaria",42.413395,27.698774,#52 of 102 Restaurants in Sozopol,#1 of 1 Asian in Sozopol,45,0,,,"Eastern European, Chinese, Asian","Lunch, Dinner",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Table Service, Takeout",False,False,40,40,45,45,17,12,9,1,6,"French (1), Russian (25), Danish (1), Polish (4), German (2), English (13)",g635769-d6953542,in rating,$,"Chinese, Asian, Eastern European",13,33,0,Restaurants,,,,,0,no_website,no_website,,,0,0.288556693587452,,
g189949-d1011629,"['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'Ravintola Samppalinna']",Ravintola Samppalinna,Unclaimed,3,"May 13, 2021","Itaeinen Rantakatu 10, Turku 20700 Finland",60.44745,22.26813,#283 of 297 Restaurants in Turku,#62 of 64 Scandinavian in Turku,34,0,0,?89 - ?122,"European, Scandinavian",Dinner,,"Reservations, Seating, Table Service",False,True,40,35,35,35,2,13,9,4,6,"Swedish (1), Spanish (1), Finnish (8), English (22), French (1), Russian (1)",g189949-d1011629,in rating,$$ - $$$,"European, Scandinavian",22,12,8,Restaurants,http://www.raflaamo.fi/fi/turku/samppalinna,,,,0,non-facebook,unavailable,,,0,0.440631994744763,,
g186470-d2181406,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cables Bar']",Cables Bar,Claimed,3.5,"August 21, 2019","4 Lanyon Place Hilton Belfast Hotel, Belfast BT1 3LP Northern Ireland",54.596478,-5.918601,#386 of 689 Restaurants in Belfast,#193 of 272 British in Belfast,67,0,0,,"Bar, International, British","Lunch, Dinner",,"Seating, Full Bar, Wheelchair Accessible, Serves Alcohol, Table Service",False,True,35,35,30,,18,23,14,5,7,"Portuguese (1), English (66)",g186470-d2181406,in rating,$$ - $$$,"Bar, International, British",66,1,66,Restaurants,http://www1.hilton.com/en_US/hi/hotel/BFSHITW-Hilton-Belfast-hotel/dining.do;jsessionid=F2BECF4C316AA63D4C9CD695FBEDC9A7.etc41,,,,0,non-facebook,unavailable,,,0,0.64582760236226,,
g189934-d12240690,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Classic American Diner Citykaytava']",Classic American Diner Citykaytava,Unclaimed,3.5,"April 1, 2020","Kaivokatu 8 Saarisen piha, Helsinki 00100 Finland",60.169357,24.941544,"#769 of 1,407 Restaurants in Helsinki",#109 of 163 Bar in Helsinki,34,0,0,?34 - ?209,"American, Diner, Bar","Lunch, Dinner, Breakfast, Late Night, Drinks",,"Seating, Table Service, Delivery, Takeout, Reservations, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards",False,True,40,40,35,,10,11,4,4,5,"French (1), Japanese (1), Finnish (8), English (20), German (2), Dutch (1), Danish (1)",g189934-d12240690,in rating,$$ - $$$,"American, Bar, Diner",20,14,8,Restaurants,https://www.facebook.com/americandinercitykaytava/,,no_posts,"About
See all
Aitoja jenkkimakuja tarjoava Classic American Diner Citykäytävä – nuorten city-aikuisten makuun!
Classic American Diner Citykäytävä toivottaa sinut tervetulleeksi klassiseen amerikkalaistyyppiseen ravintolamiljööseen. Ruokalistaltamme löytyvät ame… See more
1 person likes this
1 person follows this
http://www.ravintola.fi/ravintolaketju/american-diner/
+358 100 5510
some@email.com
Price range
  · $$
Burger Restaurant · American Restaurant",0,facebook,online,,,0,0.451851703692228,,
g774922-d6767387,"['Europe', 'Finland', 'Lapland', 'Muonio', 'Muonio Restaurants', 'Ruokapaikka Hyvapata']",Ruokapaikka Hyvapata,Claimed,4,"September 13, 2020","Torniontie 110, Muonio 99300 Finland",67.94603,23.675804,#4 of 9 Restaurants in Muonio,#2 of 4 Cafe in Muonio,32,0,0,,"Scandinavian, Cafe, European","Lunch, Breakfast, Dinner",,"Wheelchair Accessible, Reservations, Seating, Table Service",True,True,45,45,40,,11,14,6,1,0,"Swedish (4), English (9), Finnish (17), Russian (1), Italian (1)",g774922-d6767387,in rating,$$ - $$$,"Cafe, European, Scandinavian",9,23,17,Restaurants,http://www.hyvapata.fi,,,,0,non-facebook,unavailable,,,0,0.212766710203141,,
g189934-d7059443,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Bon Temps Cafe']",Bon Temps Cafe,Unclaimed,4.5,"October 4, 2021","Mannerheimintie 132, Helsinki 00270 Finland",60.19359,24.906357,#40 of 123 Coffee & Tea in Helsinki,#40 of 123 Coffee & Tea in Helsinki,36,0,0,,"Cafe, European, Scandinavian","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Seating, Takeout",False,True,45,45,40,,22,9,1,2,2,"Japanese (1), English (18), Finnish (16), Italian (1)",g189934-d7059443,in rating,$$ - $$$,"Cafe, European, Scandinavian",18,18,16,Coffee & Tea,,,,,0,no_website,no_website,,,0,0.92156509985216,,
g1097111-d3664883,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Weatherspoons']",Weatherspoons,Unclaimed,3.5,"December 10, 2021","Dublin Road, Aldergrove Northern Ireland",54.593056,-5.931522,#5 of 14 Restaurants in Aldergrove,#5 of 14 Restaurants in Aldergrove,88,0,0,,"Bar, British","Lunch, Dinner",Vegetarian Friendly,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",False,True,35,40,40,,28,26,17,4,13,"English (84), Swedish (2), German (2)",g1097111-d3664883,in rating,$,"Bar, British, Vegetarian Friendly",84,4,84,Restaurants,,,,,0,no_website,no_website,,,0,0.857675849460065,,
g295392-d2092847,"['Europe', 'Bulgaria', 'Varna Province', 'Varna', 'Varna Restaurants', 'Ranchero Steakhouse by Bodega']",Ranchero Steakhouse by Bodega,Claimed,3.5,"October 2, 2019","Bul. Slivnitsa 7 Greek Neighborhood, Varna 9000 Bulgaria",43.204147,27.921494,#68 of 294 Restaurants in Varna,#2 of 7 Steakhouse in Varna,200,0,,?28 - ?60,"Steakhouse, Barbecue","Lunch, Dinner, Late Night",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Live Music",True,True,40,40,40,40,71,51,37,11,30,"Polish (1), Turkish (4), Spanish (1), Greek (2), Dutch (2), Hebrew (1), German (8), Italian (8), Russian (23), French (12), English (131), Portuguese (1), Korean (1), Norwegian (5)",g295392-d2092847,in rating,$$ - $$$,"Steakhouse, Barbecue",131,69,0,Restaurants,http://www.ranchero.bg,,,,0,non-facebook,unavailable,,,0,0.0371727219317108,,
g274938-d3365877,"['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Marco Restaurant']",Marco Restaurant,Claimed,4,"September 6, 2019","Mnohelova 22, Poprad 058 01 Slovakia",49.056797,20.296732,#24 of 53 Restaurants in Poprad,#24 of 53 Restaurants in Poprad,40,0,,?13 - ?85,"International, European","Breakfast, Lunch, Dinner",,"Reservations, Outdoor Seating, Buffet, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Takeout, Seating, Accepts Credit Cards, Table Service",True,True,45,40,45,50,16,16,3,2,3,"English (18), Russian (4), French (1), Slovak (11), Czech (4), German (2)",g274938-d3365877,in rating,$$ - $$$,"International, European",18,22,11,Restaurants,http://Www.klubhotelolympia.sk,,,,0,non-facebook,unavailable,,,0,0.311747835483402,,
g189934-d2696080,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Signora Delizia']",Signora Delizia,Claimed,4.5,"July 28, 2021","Satamakatu 5, Helsinki 00160 Finland",60.16775,24.962152,#15 of 123 Coffee & Tea in Helsinki,#15 of 123 Coffee & Tea in Helsinki,77,0,0,,"Cafe, Italian",Breakfast,,"Outdoor Seating, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Seating, Takeout, Accepts Credit Cards",True,True,45,45,40,45,54,19,2,1,1,"French (4), Portuguese (1), Russian (5), Finnish (3), Swedish (2), German (3), Polish (1), Italian (12), English (48)",g189934-d2696080,in rating,$$ - $$$,"Dessert, Italian, Cafe",48,31,3,Coffee & Tea,http://www.facebook.com/signoradeliziaoy,,no_posts,"About
See all
Signora Delizia is a delicacy boutique and cafe at Katajanokka, Helsinki. Signora Delizia on herkkupuoti ja kahvila Katajanokalla Helsingissä.
We offer mediterranean delicacy surrounded with cozy atmosphere and friendly service. There are also quality coffees and teas with snacks available, t… See more
28 people like this
37 people follow this
http://www.signoradeli.com/
some@email.com
Price range
  · $$
Coffee shop · Specialty Grocery Store",0,facebook,online,,,0,0.0245602109935135,,
g303648-d4242764,"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Foyer']",Foyer,Claimed,4.5,"September 1, 2019","Block Perla 55, South Beach Cafe&bakery FOYER, Nessebar 8230 Bulgaria",42.6574,27.71635,#12 of 144 Restaurants in Nessebar,#12 of 144 Restaurants in Nessebar,249,0,,,"Italian, European","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Highchairs Available, Accepts Credit Cards, Table Service",False,True,45,45,45,45,196,33,13,3,4,"Spanish (1), Czech (1), Polish (2), Russian (106), German (1), Italian (2), Dutch (2), English (115), French (5), Norwegian (7), Chinese (Trad.) (1), Swedish (2), Finnish (1), Danish (4)",g303648-d4242764,in rating,$$ - $$$,"Italian, European, Vegetarian Friendly",115,135,0,Restaurants,http://foyer.bg/,,,,0,non-facebook,unavailable,,,0,0.521372991614044,,
g969265-d10337306,"['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Kovachevitsa', 'Kovachevitsa Restaurants', 'Brothers Pub']",Brothers Pub,Unclaimed,3.5,"August 21, 2021","2nd Square of the Main Road, Kovachevitsa 2969 Bulgaria",41.68521,23.827183,#1 of 2 Restaurants in Kovachevitsa,#1 of 1 Eastern European in Kovachevitsa,31,0,,,"Barbecue, Eastern European","Lunch, Dinner",Vegetarian Friendly,"Serves Alcohol, Reservations, Seating, Table Service",False,True,35,40,35,,10,8,7,3,3,"French (2), English (27), Italian (2)",g969265-d10337306,in rating,$$ - $$$,"Barbecue, Eastern European, Vegetarian Friendly",27,4,0,Restaurants,http://kovachevitsabg.com/pages/7,,,,0,non-facebook,unavailable,,,0,0.814331792062148,,
g189934-d8674071,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Pizzarium']",Pizzarium,Unclaimed,4,"October 21, 2021","Aleksanterinkatu 9 Kluuvi shopping mall, street level, Helsinki 00100 Finland",60.169083,24.948133,#57 of 128 Quick Bites in Helsinki,#57 of 128 Quick Bites in Helsinki,73,0,0,,"Pizza, Italian, Fast Food, European",Lunch,"Vegetarian Friendly, Vegan Options","Takeout, Seating, Wheelchair Accessible",False,True,40,40,40,,23,31,10,5,4,"Finnish (12), English (50), Norwegian (1), Italian (3), Russian (2), Spanish (2), Swedish (3)",g189934-d8674071,in rating,$,"Quick Bites, Italian, Pizza",50,23,12,Quick Bites,http://www.pizzarium.fi,,,,0,non-facebook,unavailable,,,0,0.115240664687008,,
g274924-d12502897,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Altstadt']",Altstadt,Unclaimed,2.5,"January 19, 2020","Michalská 14-16, Bratislava 811 01 Slovakia",48.144814,17.106888,"#1,020 of 1,028 Restaurants in Bratislava",#391 of 394 European in Bratislava,64,0,,?17 - ?105,European,Dinner,,"Reservations, Seating, Serves Alcohol, Table Service",False,False,30,25,25,,7,8,9,10,30,"Portuguese (1), English (29), German (10), Russian (2), French (1), Spanish (4), Italian (12), Czech (1), Greek (2), Slovak (1), Hungarian (1)",g274924-d12502897,in rating,$$ - $$$,European,29,35,1,Restaurants,,,,,0,no_website,no_website,,,0,0.340994648635387,,
g274924-d7242059,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Hacienda Bar & Grill']",Hacienda Bar & Grill,Unclaimed,3,"August 8, 2020","Sedlarska 6, Bratislava 811 01 Slovakia",48.143635,17.107058,"#905 of 1,028 Restaurants in Bratislava",#13 of 14 Mexican in Bratislava,225,0,,,"Bar, Pub, Mexican, International","Lunch, Dinner",,"Takeout, Outdoor Seating, Wheelchair Accessible, Reservations, Seating, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Table Service, Highchairs Available, Free Wifi, Live Music",True,True,35,35,30,30,39,62,47,29,48,"Polish (2), Hebrew (1), Swedish (2), Hungarian (1), Spanish (8), Portuguese (3), English (137), German (11), Turkish (1), Russian (10), Chinese (Sim.) (1), Slovak (16), Norwegian (1), Dutch (3), Finnish (2), French (7), Italian (17), Czech (3)",g274924-d7242059,in rating,$$ - $$$,"Mexican, Bar, International",137,89,16,Restaurants,http://www.facebook.com/mexicana.sk/,"September 21, 2020",Sme official oktagon mma bar a kone?ne sme sa do?kali. Už túto sobotu!!! Rezervácie 0915384214,"Intro
MEXICAN FOOD & GRILL
Page · Tex-Mex Restaurant
+421 915 384 214
some@email.com
mexicana.sk
Closed now
Price Range · $$
Rating · 3.9 (210 Reviews)",2020,facebook,online,3.9,210,4700,0.778087431797758,,
g499086-d4580539,"['Europe', 'Bulgaria', 'Burgas Province', 'Sunny Beach', 'Sunny Beach Restaurants', 'Mexico bar Sunny Beach']",Mexico bar Sunny Beach,Unclaimed,4,"August 26, 2020","Friends Steakhouse, Sunny Beach Bulgaria",42.684658,27.707827,#35 of 180 Restaurants in Sunny Beach,#19 of 65 Bar in Sunny Beach,169,0,,,"Bar, Mexican","Dinner, Lunch, Late Night, Drinks",,"Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",True,False,35,40,40,45,70,48,21,15,15,"Norwegian (4), Danish (1), German (2), Polish (4), Russian (17), Hebrew (1), Serbian (1), Swedish (4), English (131), Dutch (4)",g499086-d4580539,in rating,$$ - $$$,"Mexican, Bar",131,38,0,Restaurants,,,,,0,no_website,no_website,,,0,0.851266578305513,,
g294452-d13929946,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Bistro Krug']",Bistro Krug,Claimed,5,"January 25, 2020","4A Sheynovo steet, Sofia 1504 Bulgaria",42.692493,23.337212,"#121 of 1,226 Restaurants in Sofia",#8 of 27 Contemporary in Sofia,39,0,,?21 - ?106,"European, Contemporary","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options","Seating, Serves Alcohol, Table Service, Reservations",True,True,50,50,50,,34,4,0,0,1,"Italian (1), German (1), English (35), Chinese (Trad.) (1), French (1)",g294452-d13929946,in rating,$$ - $$$,"European, Contemporary, Vegetarian Friendly",35,4,0,Restaurants,http://www.facebook.com/bistrokrag/,"August 19, 2020",,"Intro
We aim to cook with thoughtfulness and attention to the details in a casual and approachable format
Page · Modern European Restaurant
+359 2 992 5543
some@email.com
Opening Soon
Price Range · $$
Rating · 4.5 (257 Reviews)",2020,facebook,online,4.5,257,5200,0.120659513631836,,
g499086-d4368116,"['Europe', 'Bulgaria', 'Burgas Province', 'Sunny Beach', 'Sunny Beach Restaurants', 'Hollister Food Music & Bar']",Hollister Food Music & Bar,Claimed,3.5,"August 29, 2020","Flower Street, near to Hotel Kuban Centre of Sunny Beach, Sunny Beach 8240 Bulgaria",42.694443,27.7125,#67 of 180 Restaurants in Sunny Beach,#49 of 89 European in Sunny Beach,105,0,,,European,Dinner,,"Outdoor Seating, Seating, Television, Serves Alcohol, Full Bar, Table Service, Reservations",False,True,40,40,40,40,42,23,14,15,11,"Polish (1), Italian (1), Russian (3), German (2), Danish (6), French (4), English (80), Portuguese (1), Norwegian (2), Turkish (1), Dutch (4)",g499086-d4368116,in rating,$$ - $$$,European,80,25,0,Restaurants,,,,,0,no_website,no_website,,,0,0.437921816017479,,
